game,network,time,mediaindicator,
Boise St. at Washington,FOX Sports 1,08/31/2013 22:00,T,
Northwestern at California,ESPN2 HD,08/31/2013 22:30,T,
Ohio at Louisville,ESPN HD,09/01/2013 15:30,T,
Colorado vs. Colorado St.<br>(at Denver, CO),CBS Sports Network HD,09/01/2013 18:00,T
Florida St. at Pittsburgh,ESPN HD,09/02/2013 20:00,T,
FAU at East Carolina,FOX Sports 1,09/05/2013 19:30,T,
Sacramento St. at Arizona St.,Pac-12 Networks,09/05/2013 22:00,T,
Wake Forest at Boston College,ESPN2 HD,09/06/2013 20:00,T,
UCF at FIU,CBS Sports Network HD,09/06/2013 20:00,T,
Norfolk St. at Rutgers,CBS Sports Network,09/07/2013 12:00,T,
Oklahoma St. at UTSA,FOX Sports 1,09/07/2013 12:00,T,
Eastern Kentucky at Louisville,ESPN3,09/07/2013 12:00,W,
Florida at Miami (FL),ESPN HD,09/07/2013 12:00,T,
Bowling Green at Kent St.,ESPN Plus,09/07/2013 12:00,T,
Cincinnati at Illinois,ESPN2 HD,09/07/2013 12:00,T,
Missouri St. at Iowa,BTN HD,09/07/2013 12:00,T,
USF at Michigan St.,ESPNU HD,09/07/2013 12:00,T,
Eastern Michigan at Penn St.,BTN HD,09/07/2013 12:00,T,
Indiana St. at Purdue,BTN HD,09/07/2013 12:00,T,
Tennessee Tech at Wisconsin,BTN HD,09/07/2013 12:00,T,
Southeastern Louisiana at TCU,FSN HD,09/07/2013 12:00,T,
Miami (OH) at Kentucky,SEC/FSN Regional HD,09/07/2013 12:00,T,
Western Kentucky at Tennessee,SEC TV HD,09/07/2013 12:00,T,
Houston at Temple,American Ath. Network,09/07/2013 12:00,T,
Middle Tennessee at North Carolina,ACC Network HD,09/07/2013 12:30,T,
South Carolina St. at Clemson,ACC RSNs,09/07/2013 12:30,T,
Army at Ball St.,ESPN3,09/07/2013 13:00,W,
Western Carolina at Virginia Tech,ESPN3,09/07/2013 13:30,W,
Weber St. at Utah,Pac-12 Networks,09/07/2013 14:00,T,
Maine at Massachusetts,ESPN3,09/07/2013 14:00,W,
Chattanooga at Georgia St.,ESPN3,09/07/2013 14:00,W,
New Hampshire at Central Michigan,ESPN3,09/07/2013 15:00,W,
UT-Martin at Boise St.,ESPN3,09/07/2013 15:00,W,
South Alabama at Tulane,CBS Sports ULive,09/07/2013 15:30,W,
Oregon at Virginia,ABC/ESPN2 HD,09/07/2013 15:30,T,
Alcorn St. at Mississippi St.,SEC/CSS HD,09/07/2013 15:30,T,
Toledo at Missouri,ESPNU HD,09/07/2013 15:30,T,
Buffalo at Baylor,FSN HD,09/07/2013 15:30,T,
San Diego St. at Ohio St.,ABC/ESPN2 HD,09/07/2013 15:30,T,
Utah St. at Air Force,CBS Sports Network HD,09/07/2013 15:30,T,
Idaho at Wyoming,ROOT Sports,09/07/2013 16:00,T,
Old Dominion at Maryland,ESPNEWS,09/07/2013 16:00,T,
Duke at Memphis,ESPN3,09/07/2013 16:30,W,
South Carolina at Georgia,ESPN HD,09/07/2013 16:30,T,
Portland St. at California,Pac-12 Networks,09/07/2013 17:00,T,
Southern Miss at Nebraska,BTN HD,09/07/2013 18:00,T,
Syracuse at Northwestern,BTN HD,09/07/2013 18:00,T,
Navy at Indiana,BTN HD,09/07/2013 18:00,T,
Richmond at NC State,ESPN3,09/07/2013 18:00,W,
James Madison at Akron,ESPN3,09/07/2013 18:00,W,
UL-Lafayette at Kansas St.,FOX Sports 1,09/07/2013 18:30,T,
Gardner-Webb at Marshall,CBS Sports ULive,09/07/2013 18:30,W,
Prairie View A&M at Texas St.,ESPN3,09/07/2013 19:00,W,
West Virginia at Oklahoma,FOX HD,09/07/2013 19:00,T,
Stephen F. Austin at Texas Tech,FSN HD,09/07/2013 19:00,T,
South Dakota at Kansas,Jayhawk Network,09/07/2013 19:00,T,
Sam Houston St. at Texas A&M,FSN PPV,09/07/2013 19:00,T,
Southeast Missouri St. at Ole Miss,CSS PPV,09/07/2013 19:00,T,
Samford at Arkansas,ARSN PPV,09/07/2013 19:00,T,
UAB at LSU,ESPNU HD,09/07/2013 19:00,T,
Texas at BYU,ESPN2 HD<br>Longhorn network,09/07/2013 19:00,T,
Colorado St. at Tulsa,CBS Sports Network HD,09/07/2013 19:00,T,
Nicholls St. at Western Michigan,ESPN3,09/07/2013 19:00,W,
North Texas at Ohio,ESPN3,09/07/2013 19:00,W,
Savannah St. at Troy,ESPN3,09/07/2013 19:00,W,
Grambling at UL-Monroe,ESPN3,09/07/2013 19:00,W,
Lamar at Louisiana Tech,CBS Sports ULive,09/07/2013 19:00,W,
Arkansas St. at Auburn,SEC/FSN Regional HD,09/07/2013 19:30,T,
Austin Peay at Vanderbilt,SEC/CSS HD,09/07/2013 19:30,T,
Minnesota at New Mexico St.,AggieVision,09/07/2013 20:00,T,
Central Arkansas at Colorado,Pac-12 Networks,09/07/2013 20:00,T,
Hawai'i at Oregon St.,Pac-12 Networks,09/07/2013 20:00,T,
Notre Dame at Michigan,ESPN HD,09/07/2013 20:00,T,
New Mexico at UTEP,FOX College Sports,09/07/2013 20:00,T,
Montana St. at SMU,ESPN3,09/07/2013 20:00,W,
UC-Davis at Nevada,Mountain West Network,09/07/2013 21:00,W,
Cal-Poly at Fresno St.,ESPN3,09/07/2013 22:00,W,
Arizona at UNLV,CBS Sports Network HD,09/07/2013 22:30,T,
Washington St. at USC,FOX Sports 1,09/07/2013 22:30,T,
San Jose St. at Stanford,Pac-12 Networks,09/07/2013 23:00,T,
TCU at Texas Tech,ESPN HD,09/12/2013 19:30,T,
Tulane at Louisiana Tech,FOX Sports 1,09/12/2013 19:30,T,
Troy at Arkansas St.,ESPNU HD,09/12/2013 19:30,T,
Air Force at Boise St.,ESPN HD,09/13/2013 20:00,T,
Northern Colorado at Wyoming,,09/14/2013 00:00,N,
Western Illinois at Minnesota,BTN HD,09/14/2013 12:00,T,
Virginia Tech at East Carolina,FOX Sports 1,09/14/2013 12:00,T,
Georgia St. at West Virginia,ROOT Sports Pittsburgh,09/14/2013 12:00,T,
Tulsa at Oklahoma,ESPN2 HD,09/14/2013 12:00,T,
Louisville at Kentucky,ESPN HD,09/14/2013 12:00,T,
Southern Miss at Arkansas,SEC TV HD,09/14/2013 12:00,T,
Stanford at Army,CBS Sports Network HD,09/14/2013 12:00,T,
Bowling Green at Indiana,ESPNU HD,09/14/2013 12:00,T,
Akron at Michigan,BTN HD,09/14/2013 12:00,T,
UCLA at Nebraska,ABC HD,09/14/2013 12:00,T,
New Mexico at Pittsburgh,ACC Network HD,09/14/2013 12:30,T,
UL-Monroe at Wake Forest,ACC RSNs,09/14/2013 12:30,T,
Fordham at Temple,ESPN3,09/14/2013 13:00,W,
Eastern Michigan at Rutgers,ESPN3,09/14/2013 13:00,W,
Youngstown St. at Michigan St.,BTN HD,09/14/2013 14:00,T,
Boston College at USC,Pac-12 Networks,09/14/2013 15:00,T,
Tennessee at Oregon,ABC HD,09/14/2013 15:30,T,
Nevada at Florida St.,ESPN HD,09/14/2013 15:30,T,
Stony Brook at Buffalo,ESPN3,09/14/2013 15:30,W,
Cal-Poly at Colorado St.,Mountain West Network,09/14/2013 15:30,W,
Delaware at Navy,CBS Sports Network HD,09/14/2013 15:30,T,
Alabama at Texas A&M,CBS HD,09/14/2013 15:30,T,
Georgia Tech at Duke,ESPNU HD,09/14/2013 15:30,T,
Wagner at Syracuse,ESPN3,09/14/2013 16:00,W,
Ball St. at North Texas,FSN HD,09/14/2013 16:00,T,
Northern Illinois at Idaho,College Sports Direct,09/14/2013 17:00,W,
UCF at Penn St.,BTN HD,09/14/2013 18:00,T,
Washington vs. Illinois<br>(at Chicago, IL),BTN HD,09/14/2013 18:00,T
Iowa at Iowa St.,FOX Sports 1,09/14/2013 18:00,T,
Bethune-Cookman at FIU,CBS Sports ULive,09/14/2013 18:00,W,
Southern Utah at Washington St.,Pac-12 Networks,09/14/2013 18:30,T,
FAU at USF,ESPN3,09/14/2013 19:00,W,
Northwestern St. at Cincinnati,ESPN3,09/14/2013 19:00,W,
Eastern Washington at Toledo,ESPN3,09/14/2013 19:00,W,
Nicholls St. at UL-Lafayette,ESPN3,09/14/2013 19:00,W,
Memphis at Middle Tennessee,CSS,09/14/2013 19:00,T,
Massachusetts at Kansas St.,K-StateHD.TV,09/14/2013 19:00,W,
Mississippi St. at Auburn,ESPN2 HD,09/14/2013 19:00,T,
Kent St. at LSU,ESPNU HD,09/14/2013 19:00,T,
Vanderbilt at South Carolina,ESPN HD,09/14/2013 19:00,T,
Ohio St. at California,FOX HD,09/14/2013 19:00,T,
Lamar at Oklahoma St.,FSN HD,09/14/2013 19:30,T,
Maryland at Connecticut,ESPN3,09/14/2013 19:30,W,
Kansas at Rice,CBS Sports Network HD,09/14/2013 19:30,T,
Western Kentucky at South Alabama,ESPN3,09/14/2013 19:30,W,
Marshall at Ohio,ESPNEWS,09/14/2013 20:00,T,
Weber St. at Utah St.,ESPN3,09/14/2013 20:00,W,
Ole Miss at Texas,Longhorn Network,09/14/2013 20:00,T,
UTEP at New Mexico St.,AggieVision,09/14/2013 20:00,T,
Notre Dame at Purdue,ABC HD,09/14/2013 20:00,T,
Western Michigan at Northwestern,BTN HD,09/14/2013 21:00,T,
Central Michigan at UNLV,MW Network,09/14/2013 22:00,W,
Oregon St. at Utah,FOX Sports 1,09/14/2013 22:00,T,
Wisconsin at Arizona St.,ESPN HD,09/14/2013 22:30,T,
UTSA at Arizona,Pac-12 Networks,09/14/2013 22:30,T,
Clemson at NC State,ESPN HD,09/19/2013 19:30,T,
Boise St. at Fresno St.,ESPN HD,09/20/2013 21:00,T,
Western Illinois at UNLV,,09/21/2013 00:00,N,
Vanderbilt at Massachusetts,ESPNEWS,09/21/2013 12:00,T,
Toledo at Central Michigan,ESPN Plus,09/21/2013 12:00,T,
FIU at Louisville,American Ath. Network,09/21/2013 12:00,T,
Marshall at Virginia Tech,ESPNU HD,09/21/2013 12:00,T,
Wake Forest at Army,CBS Sports Network HD,09/21/2013 12:00,T,
Western Michigan at Iowa,BTN HD,09/21/2013 12:00,T,
San Jose St. at Minnesota,ESPN2 HD,09/21/2013 12:00,T,
Florida A&M at Ohio St.,BTN HD,09/21/2013 12:00,T,
North Texas at Georgia,SEC TV HD,09/21/2013 12:00,T,
Louisiana Tech at Kansas,FOX Sports 1,09/21/2013 12:00,T,
North Carolina at Georgia Tech,ESPN HD,09/21/2013 12:00,T,
Middle Tennessee at FAU,CSS,09/21/2013 12:00,T,
Pittsburgh at Duke,ACC Network HD,09/21/2013 12:30,T,
Tulane at Syracuse,ACC RSNs HD,09/21/2013 12:30,T,
Ball St. at Eastern Michigan,ESPN3,09/21/2013 13:00,W,
Austin Peay at Ohio,ESPN3,09/21/2013 14:00,W,
Jacksonville St. at Georgia St.,ESPN3,09/21/2013 14:00,W,
Houston vs. Rice<br>(at Reliant Stadium),FSN HD,09/21/2013 15:00,T,
Northwestern St. at UAB,CBS Sports ULive,09/21/2013 15:00,W,
Idaho St. at Washington,Pac-12 Networks HD,09/21/2013 15:00,T,
Utah St. at USC,ABC/ESPN2 HD,09/21/2013 15:30,T,
Murray St. at Bowling Green,ESPN3,09/21/2013 15:30,W,
Arkansas at Rutgers,ESPN HD,09/21/2013 15:30,T,
VMI at Virginia,ESPN3,09/21/2013 15:30,W,
West Virginia vs. Maryland<br>(at Baltimore, MD),ESPNU HD,09/21/2013 15:30,T
Tennessee at Florida,CBS HD,09/21/2013 15:30,T,
Kent St. at Penn St.,BTN HD,09/21/2013 15:30,T,
Purdue at Wisconsin,ABC/ESPN2 HD,09/21/2013 15:30,T,
South Dakota St. at Nebraska,BTN HD,09/21/2013 15:30,T,
Maine at Northwestern,BTN HD,09/21/2013 15:30,T,
Michigan St. at Notre Dame,NBC HD,09/21/2013 15:30,T,
UL-Monroe at Baylor,FOX Sports 1,09/21/2013 16:00,T,
Cincinnati at Miami (OH),ESPN3,09/21/2013 16:00,W,
Arkansas St. at Memphis,ESPN3,09/21/2013 16:30,W,
UL-Lafayette at Akron,ESPN3,09/21/2013 18:00,W,
Bethune-Cookman at Florida St.,ESPN3,09/21/2013 18:00,W,
Morgan St. at Western Kentucky,ESPN3,09/21/2013 19:00,W,
Savannah St. at Miami (FL),ESPN3,09/21/2013 19:00,W,
Arizona St. at Stanford,FOX HD,09/21/2013 19:00,T,
Eastern Illinois at Northern Illinois,ESPN3,09/21/2013 19:00,W,
Colorado St. at Alabama,ESPN2 HD,09/21/2013 19:00,T,
Texas St. at Texas Tech,FSN HD,09/21/2013 19:00,T,
SMU at Texas A&M,ESPNU HD,09/21/2013 19:00,T,
Troy at Mississippi St.,SEC/FSN Regional HD,09/21/2013 19:30,T,
Oregon St. at San Diego St.,CBS Sports Network HD,09/21/2013 19:30,T,
Auburn at LSU,ESPN HD,09/21/2013 19:45,T,
Kansas St. at Texas,ABC HD,09/21/2013 20:00,T,
Missouri at Indiana,BTN HD,09/21/2013 20:00,T,
Michigan at Connecticut,ABC HD,09/21/2013 20:00,T,
Hawai'i at Nevada,Oceanic PPV,09/21/2013 20:00,T,
UTSA at UTEP,FOX College Sports,09/21/2013 20:00,T,
Wyoming at Air Force,ESPNU HD,09/21/2013 22:15,T,
Utah at BYU,ESPN2 HD,09/21/2013 22:15,T,
New Mexico St. at UCLA,Pac-12 Networks HD,09/21/2013 22:30,T,
Idaho at Washington St.,Pac-12 Networks HD,09/21/2013 22:30,T,
Iowa St. at Tulsa,FOX Sports 1,09/26/2013 19:30,T,
Virginia Tech at Georgia Tech,ESPN HD,09/26/2013 19:30,T,
Utah St. at San Jose St.,ESPN HD,09/27/2013 21:00,T,
Middle Tennessee at BYU,ESPNU HD,09/27/2013 21:00,T,
Miami (OH) at Illinois,BTN HD,09/28/2013 12:00,T,
Northern Illinois at Purdue,ESPN2 HD,09/28/2013 12:00,T,
Oklahoma St. at West Virginia,ESPN HD,09/28/2013 12:00,T,
SMU at TCU,FOX Sports 1,09/28/2013 12:00,T,
South Alabama at Tennessee,SEC TV,09/28/2013 12:00,T,
South Carolina at UCF,ABC HD,09/28/2013 12:00,T,
Miami (FL) at USF,ESPNU HD,09/28/2013 12:00,T,
East Carolina at North Carolina,ACC Network HD,09/28/2013 12:30,T,
Virginia at Pittsburgh,ACC RSNs,09/28/2013 12:30,T,
Navy at Western Kentucky,ESPNEWS,09/28/2013 14:00,T,
Akron at Bowling Green,ESPN3,09/28/2013 14:30,W,
Toledo at Ball St.,ESPN3,09/28/2013 15:00,W,
Colorado at Oregon St.,Pac-12 Networks,09/28/2013 15:00,T,
Troy at Duke,ESPN3,09/28/2013 15:00,W,
Central Michigan at NC State,ESPN3,09/28/2013 15:30,W,
Connecticut at Buffalo,ESPN3,09/28/2013 15:30,W,
Florida St. at Boston College,ABC/ESPN2 HD,09/28/2013 15:30,T,
Wake Forest at Clemson,ESPNU HD,09/28/2013 15:30,T,
UTEP at Colorado St.,CBS Sports Network HD,09/28/2013 15:30,T,
LSU at Georgia,CBS HD,09/28/2013 15:30,T,
Iowa at Minnesota,ABC/ESPN2 HD,09/28/2013 15:30,T,
Oklahoma at Notre Dame,NBC HD,09/28/2013 15:30,T,
Houston at UTSA,FSN HD,09/28/2013 16:00,T,
Army vs. Louisiana Tech<br>(at Dallas, TX),FOX Sports 1,09/28/2013 16:00,T
Temple at Idaho,Altitude,09/28/2013 17:00,T,
Ole Miss at Alabama,ESPN HD,09/28/2013 18:30,T,
Texas A&M at Arkansas,ESPN2 HD,09/28/2013 19:00,T,
Florida at Kentucky,ESPNU HD,09/28/2013 19:00,T,
Arizona at Washington,FOX HD,09/28/2013 19:00,T,
Tulane at UL-Monroe,ESPN3,09/28/2013 19:00,W,
Wyoming at Texas St.,Longhorn Network,09/28/2013 19:00,T,
Kent St. at Western Michigan,ESPN3,09/28/2013 19:00,W,
FAU at Rice,FOX College Sports,09/28/2013 19:00,T,
Arkansas St. at Missouri,SEC/CSS HD,09/28/2013 19:30,T,
UAB at Vanderbilt,SEC/FSN Regional HD,09/28/2013 19:30,T,
San Diego St. at New Mexico St.,AggieVision,09/28/2013 20:00,T,
Wisconsin at Ohio St.,ABC HD,09/28/2013 20:00,T,
UNLV at New Mexico,ROOT Sports,09/28/2013 20:00,T,
Air Force at Nevada,CBS Sports Network HD,09/28/2013 20:00,T,
Stanford vs. Washington St.<br>(at Seattle, WA),ESPN HD,09/28/2013 22:00,T
Southern Miss at Boise St.,ESPNU HD,09/28/2013 22:15,T,
California at Oregon,Pac-12 Networks,09/28/2013 22:30,T,
USC at Arizona St.,ESPN2 HD,09/28/2013 22:30,T,
Fresno St. at Hawai'i,KSEE<br>Oceanic PPV,09/28/2013 23:59,T,
Western Kentucky at UL-Monroe,ESPNU HD,10/03/2013 19:30,T,
Texas at Iowa St.,ESPN HD,10/03/2013 19:30,T,
UCLA at Utah,FOX Sports 1,10/03/2013 22:00,T,
BYU at Utah St.,CBS Sports Network HD,10/04/2013 20:00,T,
Nevada at San Diego St.,ESPN HD,10/04/2013 21:00,T,
Air Force at Navy,CBS HD,10/05/2013 11:30,T,
Penn St. at Indiana,BTN HD,10/05/2013 12:00,T,
Illinois at Nebraska,ESPNU HD,10/05/2013 12:00,T,
Michigan St. at Iowa,ESPN2 HD,10/05/2013 12:00,T,
Texas Tech at Kansas,FOX Sports 1,10/05/2013 12:00,T,
Georgia St. at Alabama,SEC TV HD,10/05/2013 12:00,T,
Eastern Michigan at Buffalo,ESPN Plus,10/05/2013 12:00,T,
Maryland at Florida St.,ESPN HD,10/05/2013 12:00,T,
Ball St. at Virginia,ACC RSNs,10/05/2013 12:00,T,
Louisville at Temple,American Ath. Network,10/05/2013 12:00,T,
Rutgers at SMU,ESPNEWS,10/05/2013 12:00,T,
North Carolina at Virginia Tech,ACC Network HD,10/05/2013 12:30,T,
South Alabama at Troy,Sun Belt Network,10/05/2013 13:00,T,
Army at Boston College,ESPN3,10/05/2013 13:00,W,
Central Michigan at Miami (OH),ESPN3,10/05/2013 13:00,W,
Ohio at Akron,ESPN3,10/05/2013 14:00,W,
UTSA at Marshall,Time Warner-Texas,10/05/2013 14:00,T,
FAU at UAB,CBS Sports ULive,10/05/2013 15:00,W,
Western Michigan at Toledo,BCSN,10/05/2013 15:00,T,
Massachusetts at Bowling Green,BCSN,10/05/2013 15:30,T,
Northern Illinois at Kent St.,Time Warner Sports,10/05/2013 15:30,T,
Georgia at Tennessee,CBS HD,10/05/2013 15:30,T,
Kansas St. at Oklahoma St.,ABC HD,10/05/2013 15:30,T,
Minnesota at Michigan,ABC/ESPN2 HD,10/05/2013 15:30,T,
North Texas at Tulane,FOX College Sports,10/05/2013 15:30,T,
Rice at Tulsa,CBS Sports Network HD,10/05/2013 15:30,T,
East Carolina at Middle Tennessee,FSN HD,10/05/2013 15:30,T,
Georgia Tech at Miami (FL),ESPNU HD,10/05/2013 15:30,T,
Clemson at Syracuse,ABC/ESPN2 HD,10/05/2013 15:30,T,
NC State at Wake Forest,ACC RSNs,10/05/2013 15:30,T,
FIU at Southern Miss,CSS,10/05/2013 16:00,T,
Washington St. at California,FOX Sports 1,10/05/2013 16:00,T,
UCF at Memphis,ESPN3,10/05/2013 16:30,W,
Oregon at Colorado,Pac-12 Networks,10/05/2013 18:00,T,
New Mexico St. at New Mexico,ROOT Sports,10/05/2013 19:00,T,
TCU at Oklahoma,FOX HD,10/05/2013 19:00,T,
LSU at Mississippi St.,ESPN HD,10/05/2013 19:00,T,
Arkansas at Florida,ESPN2 HD,10/05/2013 19:00,T,
Ole Miss at Auburn,ESPNU HD,10/05/2013 19:00,T,
Cincinnati at USF,ESPN3,10/05/2013 19:00,W,
Texas St. at UL-Lafayette,Cox 4-Louisiana,10/05/2013 19:00,T,
Louisiana Tech at UTEP,CBS Sports Network HD,10/05/2013 19:30,T,
Missouri at Vanderbilt,SEC/CSS HD,10/05/2013 19:30,T,
Kentucky at South Carolina,SEC/FSN Regional HD,10/05/2013 19:30,T,
Arizona St. vs. Notre Dame<br>(at Arlington, TX),NBC HD,10/05/2013 19:30,T
Ohio St. at Northwestern,ABC HD,10/05/2013 20:00,T,
West Virginia at Baylor,FOX Sports 1,10/05/2013 20:00,T,
Washington at Stanford,ESPN HD,10/05/2013 22:30,T,
San Jose St. at Hawai'i,Oceanic PPV,10/05/2013 23:59,T,
Rutgers at Louisville,ESPN HD,10/10/2013 19:30,T,
San Diego St. at Air Force,CBS Sports Network HD,10/10/2013 21:00,T,
Arizona at USC,FOX Sports 1,10/10/2013 22:30,T,
Temple at Cincinnati,ESPN HD,10/11/2013 20:30,T,
USF at Connecticut,American Ath. Network,10/12/2013 12:00,T,
Pittsburgh at Virginia Tech,ESPNU HD,10/12/2013 12:00,T,
Memphis at Houston,ESPNEWS,10/12/2013 12:00,T,
Iowa St. at Texas Tech,FOX Sports 1,10/12/2013 12:00,T,
Kansas at TCU,FSN HD,10/12/2013 12:00,T,
Oklahoma vs. Texas<br>(at Dallas, TX),ABC HD,10/12/2013 12:00,T
Missouri at Georgia,ESPN HD,10/12/2013 12:00,T,
South Carolina at Arkansas,SEC TV,10/12/2013 12:00,T,
Indiana at Michigan St.,ESPN2 HD,10/12/2013 12:00,T,
Nebraska at Purdue,BTN HD,10/12/2013 12:00,T,
Eastern Michigan at Army,CBS Sports Network,10/12/2013 12:00,T,
Navy at Duke,ACC Network HD,10/12/2013 12:30,T,
Buffalo at Western Michigan,ESPN3,10/12/2013 14:00,W,
Central Michigan at Ohio,Time Warner-Ohio,10/12/2013 14:00,T,
Western Carolina at Auburn,CSS PPV,10/12/2013 14:00,T,
Kent St. at Ball St.,ESPN3,10/12/2013 15:00,W,
Miami (OH) at Massachusetts,ESPN3,10/12/2013 15:00,W,
Boston College at Clemson,ABC/ESPN2 HD,10/12/2013 15:30,T,
Florida at LSU,CBS HD,10/12/2013 15:30,T,
Baylor at Kansas St.,FOX HD,10/12/2013 15:30,T,
Northwestern at Wisconsin,ABC/ESPN2 HD,10/12/2013 15:30,T,
Virginia at Maryland,ESPNU HD,10/12/2013 15:30,T,
Syracuse at NC State,ACC RSNs,10/12/2013 15:30,T,
East Carolina at Tulane,WITN,10/12/2013 15:30,T,
San Jose St. at Colorado St.,CBS Sports Network HD,10/12/2013 15:30,T,
New Mexico at Wyoming,ROOT Sports,10/12/2013 15:30,T,
Troy at Georgia St.,Sun Belt Network,10/12/2013 15:30,T,
Rice at UTSA,Time Warner-Texas,10/12/2013 16:00,T,
Oregon at Washington,FOX Sports 1,10/12/2013 16:00,T,
Akron at Northern Illinois,ESPN3,10/12/2013 17:00,W,
Michigan at Penn St.,ESPN HD,10/12/2013 17:00,T,
Marshall at FAU,FOX College Sports,10/12/2013 17:00,T,
Stanford at Utah,Pac-12 Networks,10/12/2013 18:00,T,
Idaho at Arkansas St.,ESPN3,10/12/2013 19:00,W,
Georgia Tech at BYU,ESPNU HD,10/12/2013 19:00,T,
