game,network,time,mediaindicator,
Virginia at Indiana,BTN HD,09/10/2011 19:00,T,
UAB at Florida,SEC/FSN Regional HD,09/10/2011 19:00,T,
New Mexico at Arkansas,ESPNU HD,09/10/2011 19:00,T,
Georgia Tech at Middle Tennessee,,09/10/2011 19:00,W,
Memphis at Arkansas St.,,09/10/2011 19:00,W,
Houston at North Texas,,09/10/2011 19:00,W,
Grambling at UL-Monroe,,09/10/2011 19:00,W,
Navy at Western Kentucky,,09/10/2011 19:00,W,
Central Arkansas at Louisiana Tech,,09/10/2011 19:00,W,
Connecticut at Vanderbilt,SEC/CSS HD,09/10/2011 19:30,T,
Utah at USC,Versus HD,09/10/2011 19:30,T,
Notre Dame at Michigan,ESPN HD,09/10/2011 20:00,T,
Boston College at UCF,CBS Sports Network,09/10/2011 20:00,T,
Northwestern St. at LSU,Tigervision PPV,09/10/2011 20:00,T,
Weber St. at Utah St.,,09/10/2011 20:00,W,
San Jose St. at UCLA,Fox Sports West HD,09/10/2011 22:00,T,
LSU at Mississippi St.,ESPN HD<br>ESPN 3D,09/15/2011 20:00,T,
Boise St. at Toledo,ESPN HD,09/16/2011 20:00,T,
Iowa St. at Connecticut,ESPN2 HD,09/16/2011 20:00,T,
Pittsburgh at Iowa,ESPN2 HD,09/17/2011 12:00,T,
Eastern Michigan at Michigan,BTN HD,09/17/2011 12:00,T,
Southeast Missouri St. at Purdue,BTN HD,09/17/2011 12:00,T,
Auburn at Clemson,ABC HD,09/17/2011 12:00,T,
West Virginia at Maryland,ESPNU HD,09/17/2011 12:00,T,
Wyoming at Bowling Green,Buckeye Cable Sportsnet,09/17/2011 12:00,T,
Penn St. at Temple,ESPN HD,09/17/2011 12:00,T,
Central Michigan at Western Michigan,ESPN Plus HD,09/17/2011 12:00,T,
Ole Miss at Vanderbilt,SEC Network HD,09/17/2011 12:00,T,
Duke at Boston College,ACC Network,09/17/2011 12:30,T,
Kansas at Georgia Tech,ACC/FSN Regional HD,09/17/2011 12:30,T,
Coastal Carolina at Georgia,CSS PPV,09/17/2011 13:00,T,
Colorado St. vs. Colorado<br>(at Denver, CO),FSN HD,09/17/2011 13:30,T
UL-Monroe at TCU,The mtn. HD,09/17/2011 14:00,T,
Texas Tech at New Mexico,Versus HD,09/17/2011 15:30,T,
Missouri St. at Oregon,Oregon Sports Network,09/17/2011 15:30,T,
Texas at UCLA,ABC HD/ESPN HD,09/17/2011 15:30,T,
Wisconsin vs. Northern Illinois<br>(at Chicago, IL),,09/17/2011 15:30,W
Northwestern at Army,CBS Sports Network HD,09/17/2011 15:30,T,
Michigan St. at Notre Dame,NBC HD,09/17/2011 15:30,T,
Virginia at North Carolina,ESPNU HD,09/17/2011 15:30,T,
South Carolina St. at Indiana,BTN HD,09/17/2011 15:30,T,
Miami (OH) at Minnesota,BTN HD,09/17/2011 15:30,T,
Washington at Nebraska,ABC HD/ESPN HD,09/17/2011 15:30,T,
Akron at Cincinnati,,09/17/2011 15:30,W,
Tennessee at Florida,CBS HD,09/17/2011 15:30,T,
Nevada at San Jose St.,WAC Sports ,09/17/2011 16:00,T,
Arkansas St. at Virginia Tech,ACC/FSN Regional HD,09/17/2011 16:00,T,
Tulane at UAB,,09/17/2011 16:00,W,
Presbyterian at California,,09/17/2011 17:30,W,
Navy at South Carolina,ESPN2 HD,09/17/2011 18:00,T,
UCF at FIU,,09/17/2011 18:00,W,
Washington St. at San Diego St.,The mtn. HD,09/17/2011 18:00,T,
South Alabama at NC State,,09/17/2011 18:00,W,
Gardner-Webb at Wake Forest,,09/17/2011 18:30,W,
Kent St. at Kansas St.,FOX College Sports,09/17/2011 19:00,T,
Western Illinois at Missouri,FSN PPV HD,09/17/2011 19:00,T,
Idaho at Texas A&M,FSN PPV,09/17/2011 19:00,T,
Stephen F. Austin at Baylor,,09/17/2011 19:00,W,
Florida A&M at USF,Big East Network,09/17/2011 19:00,T,
Arizona St. at Illinois,BTN HD,09/17/2011 19:00,T,
Southeastern Louisiana at Southern Miss,,09/17/2011 19:00,W,
Austin Peay at Memphis,,09/17/2011 19:00,W,
Marshall at Ohio,,09/17/2011 19:00,W,
Buffalo at Ball St.,,09/17/2011 19:00,W,
Indiana St. at Western Kentucky,,09/17/2011 19:00,W,
Nicholls St. at UL-Lafayette,Cox 4-Louisiana,09/17/2011 19:00,T,
Houston at Louisiana Tech,,09/17/2011 19:00,W,
Louisville at Kentucky,ESPNU HD,09/17/2011 19:00,T,
North Texas at Alabama,SEC/FSN Regional HD,09/17/2011 19:30,T,
Troy at Arkansas,SEC/CSS HD,09/17/2011 19:30,T,
Ohio St. at Miami (FL),ESPN HD,09/17/2011 19:30,T,
Oklahoma at Florida St.,ABC HD,09/17/2011 20:00,T,
Northwestern St. at SMU,,09/17/2011 20:00,W,
Syracuse at USC,F/X,09/17/2011 20:00,T,
UTEP at New Mexico St.,Aggie Vision,09/17/2011 20:00,T,
Utah at BYU,ESPN2 HD,09/17/2011 21:15,T,
Hawai'i at UNLV,The mtn. HD<br>CBS Sports Network HD,09/17/2011 22:00,T,
Oklahoma St. at Tulsa,FSN HD,09/17/2011 22:00,T,
North Dakota at Fresno St.,,09/17/2011 22:00,W,
Stanford at Arizona,ESPN HD,09/17/2011 22:45,T,
NC State at Cincinnati,ESPN HD<br>ESPN 3D,09/22/2011 20:00,T,
UCF at BYU,ESPN HD,09/23/2011 20:00,T,
Sam Houston St. at New Mexico,,09/24/2011 00:00,N,
SMU at Memphis,FSN HD,09/24/2011 12:00,T,
Notre Dame at Pittsburgh,ABC HD,09/24/2011 12:00,T,
Toledo at Syracuse,Big East Network HD,09/24/2011 12:00,T,
UL-Monroe at Iowa,BTN HD,09/24/2011 12:00,T,
San Diego St. at Michigan,BTN HD,09/24/2011 12:00,T,
Central Michigan at Michigan St.,ESPNU HD,09/24/2011 12:00,T,
Eastern Michigan at Penn St.,ESPN2 HD,09/24/2011 12:00,T,
North Carolina at Georgia Tech,ESPN HD,09/24/2011 12:00,T,
Georgia at Ole Miss,SEC Network HD,09/24/2011 12:00,T,
Temple at Maryland,ACC Network HD,09/24/2011 12:30,T,
Massachusetts at Boston College,,09/24/2011 13:00,W,
Bowling Green at Miami (OH),,09/24/2011 13:00,W,
Portland St. at TCU,,09/24/2011 14:00,W,
VMI at Akron,,09/24/2011 14:00,W,
Army at Ball St.,,09/24/2011 14:00,W,
Ohio at Rutgers,,09/24/2011 14:00,W,
Tennessee St. at Air Force,The mtn. HD,09/24/2011 15:00,T,
UCLA at Oregon St.,FSN Regional HD,09/24/2011 15:30,T,
California at Washington,FSN HD,09/24/2011 15:30,T,
Cal-Poly at Northern Illinois,,09/24/2011 15:30,W,
Virginia Tech at Marshall,CBS Sports Network,09/24/2011 15:30,T,
UAB at East Carolina,WITN,09/24/2011 15:30,T,
South Dakota at Wisconsin,BTN HD,09/24/2011 15:30,T,
Western Michigan at Illinois,BTN HD,09/24/2011 15:30,T,
Colorado at Ohio St.,ABC HD,09/24/2011 15:30,T,
Florida St. at Clemson,ESPN HD<br>ESPN 3D,09/24/2011 15:30,T,
Kansas St. at Miami (FL),ESPNU HD,09/24/2011 15:30,T,
Southern Miss at Virginia,ACC/FSN Regional HD,09/24/2011 15:30,T,
Tulane at Duke,,09/24/2011 15:30,W,
Oklahoma St. at Texas A&M,ABC HD,09/24/2011 15:30,T,
Arkansas at Alabama,CBS HD,09/24/2011 15:30,T,
New Mexico St. at San Jose St.,,09/24/2011 16:00,W,
Middle Tennessee at Troy,Sun Belt Network,09/24/2011 16:30,T,
Fresno St. at Idaho,WAC Sports,09/24/2011 17:00,T,
UL-Lafayette at FIU,,09/24/2011 18:00,W,
Connecticut at Buffalo,ESPN Plus HD,09/24/2011 18:00,T,
South Alabama at Kent St.,,09/24/2011 19:00,W,
Nevada at Texas Tech,FOX College Sports,09/24/2011 19:00,T,
Rice at Baylor,FSN Regional HD,09/24/2011 19:00,T,
Indiana at North Texas,,09/24/2011 19:00,W,
North Dakota St. at Minnesota,BTN HD,09/24/2011 19:00,T,
UTEP at USF,,09/24/2011 19:00,W,
FAU at Auburn,SEC/FSN Regional HD,09/24/2011 19:00,T,
Florida at Kentucky,ESPN HD,09/24/2011 19:00,T,
Louisiana Tech at Mississippi St.,ESPNU HD,09/24/2011 19:00,T,
Vanderbilt at South Carolina,ESPN2 HD,09/24/2011 19:00,T,
Nebraska at Wyoming,Versus HD,09/24/2011 19:30,T,
Tulsa at Boise St.,CBS Sports Network HD,09/24/2011 20:00,T,
LSU at West Virginia,ABC HD,09/24/2011 20:00,T,
Georgia St. at Houston,CSS,09/24/2011 20:00,T,
Missouri at Oklahoma,F/X HD,09/24/2011 20:00,T,
Central Arkansas at Arkansas St.,KATV,09/24/2011 20:00,T,
Colorado St. at Utah St.,KCSG,09/24/2011 20:00,T,
Southern Utah at UNLV,The mtn. HD,09/24/2011 21:00,T,
Oregon at Arizona,ESPN2 HD,09/24/2011 22:15,T,
USC at Arizona St.,ESPN HD,09/24/2011 22:15,T,
UC-Davis at Hawai'i,Oceanic PPV HD,09/24/2011 23:59,T,
Houston at UTEP,CBS Sports Network,09/29/2011 20:00,T,
USF at Pittsburgh,ESPN HD<br>ESPN 3D,09/29/2011 20:00,T,
Utah St. at BYU,ESPN HD,09/30/2011 20:00,T,
Tulane at Army,CBS Sports Network HD,10/01/2011 12:00,T,
Air Force at Navy,CBS HD,10/01/2011 12:00,T,
Toledo at Temple,ESPN Plus HD,10/01/2011 12:00,T,
Rutgers at Syracuse,Big East Network HD,10/01/2011 12:00,T,
Northwestern at Illinois,ESPN2 HD,10/01/2011 12:00,T,
Penn St. at Indiana,ESPNU HD,10/01/2011 12:00,T,
Minnesota at Michigan,BTN HD,10/01/2011 12:00,T,
Texas Tech at Kansas,FSN HD,10/01/2011 12:00,T,
Texas A&M vs. Arkansas<br>(at Arlington, TX),ESPN HD,10/01/2011 12:00,T
Mississippi St. at Georgia,SEC/FSN Regional HD,10/01/2011 12:00,T,
Kentucky at LSU,SEC Network HD,10/01/2011 12:00,T,
Buffalo at Tennessee,SEC/CSS HD,10/01/2011 12:30,T,
Wake Forest at Boston College,ACC Network HD,10/01/2011 12:30,T,
Cincinnati at Miami (OH),,10/01/2011 13:00,W,
Akron at Eastern Michigan,,10/01/2011 13:00,W,
Kent St. at Ohio,,10/01/2011 14:00,W,
Nevada at Boise St.,Versus HD,10/01/2011 14:30,T,
SMU at TCU,CBS Sports Network HD,10/01/2011 15:30,T,
Arizona at USC,FSN HD,10/01/2011 15:30,T,
Washington St. at Colorado,FOX College Sports,10/01/2011 15:30,T,
Northern Illinois at Central Michigan,,10/01/2011 15:30,W,
Bethune-Cookman at Miami (FL),ESPNU HD,10/01/2011 15:30,T,
Idaho at Virginia,,10/01/2011 15:30,W,
Towson at Maryland,ACC/FSN Regional HD,10/01/2011 15:30,T,
Georgia Tech at NC State,ABC/ESPN HD,10/01/2011 15:30,T,
Baylor at Kansas St.,ABC HD,10/01/2011 15:30,T,
Michigan St. at Ohio St.,ABC/ESPN HD,10/01/2011 15:30,T,
Western Michigan at Connecticut,Big East Network HD,10/01/2011 15:30,T,
Marshall at Louisville,Big East Network HD,10/01/2011 15:30,T,
Bowling Green at West Virginia,Big East Network HD,10/01/2011 15:30,T,
Auburn at South Carolina,CBS HD,10/01/2011 15:30,T,
Arkansas St. at Western Kentucky,Sun Belt Network,10/01/2011 16:00,T,
San Jose St. at Colorado St.,The mtn. HD,10/01/2011 16:00,T,
Clemson at Virginia Tech,ESPN2 HD,10/01/2011 18:00,T,
Ball St. at Oklahoma,FSN PPV,10/01/2011 19:00,T,
Texas at Iowa St.,F/X HD,10/01/2011 19:00,T,
Washington at Utah,FSN HD,10/01/2011 19:00,T,
North Texas at Tulsa,,10/01/2011 19:00,W,
FAU at UL-Lafayette,Cox 4-Louisiana,10/01/2011 19:00,T,
Duke at FIU,ESPNU HD,10/01/2011 19:00,T,
UAB at Troy,Troy/ISP Sports,10/01/2011 19:00,T,
Memphis at Middle Tennessee,,10/01/2011 19:00,W,
Hawai'i at Louisiana Tech,ESPN Plus HD,10/01/2011 19:00,T,
Rice at Southern Miss,CSS,10/01/2011 19:30,T,
North Carolina at East Carolina,CBS Sports Network,10/01/2011 20:00,T,
New Mexico St. at New Mexico,The mtn. HD,10/01/2011 20:00,T,
Notre Dame at Purdue,ESPN HD<br>ESPN 3D,10/01/2011 20:00,T,
Nebraska at Wisconsin,ABC HD,10/01/2011 20:00,T,
Alabama at Florida,CBS HD,10/01/2011 20:00,T,
Ole Miss at Fresno St.,ESPN2 HD,10/01/2011 21:15,T,
UCLA at Stanford,FSN HD,10/01/2011 22:30,T,
Oregon St. at Arizona St.,FOX Sports Arizona,10/01/2011 22:30,T,
Western Kentucky at Middle Tennessee,ESPNU HD,10/06/2011 19:30,T,
California at Oregon ,ESPN HD<br>ESPN 3D,10/06/2011 21:00,T,
Boise St. at Fresno St.,ESPN HD,10/07/2011 21:00,T,
Kansas at Oklahoma St.,,10/08/2011 00:00,N,
Oklahoma vs. Texas<br>(at Dallas, TX),ABC HD,10/08/2011 12:00,T
Maryland at Georgia Tech,ESPNU HD,10/08/2011 12:00,T,
Louisville at North Carolina,ESPN2 HD,10/08/2011 12:00,T,
Minnesota at Purdue,ESPN HD,10/08/2011 12:00,T,
Connecticut at West Virginia,Big East Network HD,10/08/2011 12:00,T,
Mississippi St. at UAB,FSN HD,10/08/2011 12:00,T,
Kentucky at South Carolina,SEC Network HD,10/08/2011 12:00,T,
Memphis at Rice,CSS,10/08/2011 12:30,T,
Florida St. at Wake Forest,ACC Network HD,10/08/2011 12:30,T,
Army at Miami (OH),Ohio News Network,10/08/2011 13:00,T,
FIU at Akron,,10/08/2011 14:00,W,
Temple at Ball St.,,10/08/2011 14:00,W,
Bowling Green at Western Michigan,SportsTime Ohio HD,10/08/2011 14:00,T,
Illinois at Indiana,BTN HD,10/08/2011 14:30,T,
Boston College at Clemson,ACC/FSN Regional HD,10/08/2011 15:00,T,
Eastern Michigan at Toledo,,10/08/2011 15:00,W,
Arizona at Oregon St.,FOX College Sports,10/08/2011 15:30,T,
Arizona St. at Utah,FSN HD,10/08/2011 15:30,T,
Ohio at Buffalo,Time Warner-NY,10/08/2011 15:30,T,
Kent St. at Northern Illinois,,10/08/2011 15:30,W,
Southern Miss at Navy,CBS Sports Network HD,10/08/2011 15:30,T,
Air Force at Notre Dame,NBC HD,10/08/2011 15:30,T,
Central Michigan at NC State,,10/08/2011 15:30,W,
Miami (FL) at Virginia Tech,ABC/ESPN HD,10/08/2011 15:30,T,
Missouri at Kansas St.,ABC HD,10/08/2011 15:30,T,
Iowa at Penn St.,ABC/ESPN HD,10/08/2011 15:30,T,
Pittsburgh at Rutgers,ESPNU HD,10/08/2011 15:30,T,
Florida at LSU,CBS HD,10/08/2011 15:30,T,
Louisiana Tech at Idaho,,10/08/2011 17:00,W,
Vanderbilt at Alabama,ESPNU HD,10/08/2011 19:00,T,
Auburn at Arkansas,ESPN HD,10/08/2011 19:00,T,
Georgia at Tennessee,ESPN2 HD,10/08/2011 19:00,T,
UNLV at Nevada,COX-Las Vegas,10/08/2011 19:00,T,
Troy at UL-Lafayette,,10/08/2011 19:00,W,
Arkansas St. at UL-Monroe,,10/08/2011 19:00,W,
Michigan at Northwestern,BTN HD,10/08/2011 19:00,T,
Texas A&M at Texas Tech,F/X HD,10/08/2011 19:00,T,
Iowa St. at Baylor,FSN HD,10/08/2011 19:00,T,
Marshall at UCF,Bright House Sports,10/08/2011 19:00,T,
East Carolina at Houston,CBS Sports Network,10/08/2011 19:00,T,
Colorado at Stanford,Versus HD,10/08/2011 19:30,T,
FAU at North Texas,Sun Belt Network,10/08/2011 19:30,T,
Wyoming at Utah St.,KCSG,10/08/2011 20:00,T,
Syracuse at Tulane,CST,10/08/2011 20:00,T,
Ohio St. at Nebraska,ABC HD,10/08/2011 20:00,T,
San Jose St. at BYU,ESPNU HD,10/08/2011 22:15,T,
Washington St. at UCLA,FSN HD,10/08/2011 22:30,T,
TCU at San Diego St.,CBS Sports Network HD,10/08/2011 22:30,T,
San Diego St. at Air Force,CBS Sports Network HD,10/13/2011 20:00,T,
USC at California ,ESPN HD<br>ESPN 3D,10/13/2011 21:00,T,
Hawai'i at San Jose St.,ESPN HD,10/14/2011 21:00,T,
Western Kentucky at FAU,,10/15/2011 00:00,N,
South Carolina at Mississippi St.,SEC Network HD,10/15/2011 12:00,T,
Toledo at Bowling Green,ESPN Plus HD,10/15/2011 12:00,T,
Michigan at Michigan St.,ESPN HD,10/15/2011 12:00,T,
Purdue at Penn St.,BTN HD,10/15/2011 12:00,T,
Indiana at Wisconsin,ESPN2 HD,10/15/2011 12:00,T,
Utah at Pittsburgh,ESPNU HD,10/15/2011 12:00,T,
Louisville at Cincinnati,Big East Network HD,10/15/2011 12:00,T,
Baylor at Texas A&M,F/X HD,10/15/2011 12:00,T,
Miami (FL) at North Carolina,ACC Network HD,10/15/2011 12:30,T,
Buffalo at Temple,,10/15/2011 13:00,W,
UNLV at Wyoming,The mtn. HD<br>CBS Sports Network HD,10/15/2011 14:00,T,
Iowa St. at Missouri,,10/15/2011 14:00,W,
Navy at Rutgers,,10/15/2011 14:00,W,
Florida St. at Duke,ACC/FSN Regional HD,10/15/2011 15:00,T,
Eastern Michigan at Central Michigan,,10/15/2011 15:00,W,
Rice at Marshall,,10/15/2011 15:00,W,
UCF at SMU,FSN HD,10/15/2011 15:30,T,
UTEP at Tulane,FOX College Sports,10/15/2011 15:30,T,
Western Michigan at Northern Illinois,CSN Chicago,10/15/2011 15:30,T,
Ball St. at Ohio,SportsTime Ohio HD,10/15/2011 15:30,T,
Miami (OH) at Kent St.,,10/15/2011 15:30,W,
Colorado at Washington,ROOT Sports,10/15/2011 15:30,T,
Georgia Tech at Virginia,ESPNU HD,10/15/2011 15:30,T,
Oklahoma St. at Texas,ABC/ESPN HD,10/15/2011 15:30,T,
USF at Connecticut,Big East Network HD,10/15/2011 15:30,T,
Ohio St. at Illinois,ABC/ESPN HD,10/15/2011 15:30,T,
LSU at Tennessee,CBS HD,10/15/2011 15:30,T,
New Mexico at Nevada,,10/15/2011 16:00,W,
BYU at Oregon St.,FOX College Sports,10/15/2011 16:00,T,
North Texas at UL-Lafayette,Cox 4-Louisiana,10/15/2011 17:00,T,
Alabama at Ole Miss,ESPN2 HD,10/15/2011 18:00,T,
Boise St. at Colorado St.,The mtn. HD,10/15/2011 18:00,T,
Virginia Tech at Wake Forest,,10/15/2011 18:30,W,
Kansas St. at Texas Tech,FSN HD,10/15/2011 19:00,T,
Clemson at Maryland,ESPNU HD,10/15/2011 19:00,T,
Northwestern at Iowa,BTN HD,10/15/2011 19:00,T,
East Carolina at Memphis,WITN,10/15/2011 19:00,T,
Florida at Auburn,ESPN HD,10/15/2011 19:00,T,
Georgia at Vanderbilt,SEC/FSN Regional HD,10/15/2011 19:00,T,
UL-Monroe at Troy,Sun Belt Network,10/15/2011 19:00,T,
Stanford at Washington St.,Versus HD,10/15/2011 19:30,T,
UAB at Tulsa,CBS Sports Network,10/15/2011 20:00,T,
Idaho at New Mexico St.,Aggie Vision,10/15/2011 20:00,T,
Oklahoma at Kansas,ESPN2 HD,10/15/2011 21:15,T,
Utah St. at Fresno St.,,10/15/2011 22:00,W,
Arizona St. at Oregon,ESPN HD, ESPN 3D,10/15/2011 22:15,T
