game,network,time,mediaindicator,
Air Force at Utah,Versus HD,10/24/2009 16:00,T,
San Diego St. at Colorado St.,Mtn,10/24/2009 16:00,T,
Idaho at Nevada ,Go Vandals Network,10/24/2009 16:00,T,
FAU at UL-Lafayette ,,10/24/2009 17:00,W,
Vanderbilt at South Carolina ,ESPNU HD,10/24/2009 19:00,T,
FIU at Arkansas St. ,,10/24/2009 19:00,W,
UL-Monroe at Kentucky ,SEC/FOX RSNs HD,10/24/2009 19:00,T,
Tulane at Southern Miss ,CSS,10/24/2009 19:00,T,
Temple at Toledo ,,10/24/2009 19:00,W,
Iowa at Michigan St.,BTN HD,10/24/2009 19:00,T,
TCU at BYU,Versus HD,10/24/2009 19:30,T,
SMU at Houston ,CBS College HD,10/24/2009 19:30,T,
Auburn at LSU ,ESPN2 HD,10/24/2009 19:30,T,
Florida at Mississippi St. ,ESPN HD,10/24/2009 19:30,T,
Texas at Missouri ,ABC HD,10/24/2009 20:00,T,
UNLV at New Mexico,Mtn,10/24/2009 20:00,T,
Fresno St. at New Mexico St. ,ESPNU HD,10/24/2009 22:15,T,
Boise St. at Hawai'i,Oceanic PPV<br>KTVB,10/24/2009 23:00,T,
East Carolina at Memphis,ESPN2 HD,10/27/2009 20:00,T,
North Carolina at Virginia Tech,ESPN HD,10/29/2009 19:30,T,
West Virginia at USF,ESPN2 HD,10/30/2009 20:00,T,
Iowa St. at Texas A&M ,,10/31/2009 00:00,N,
Middle Tennessee at FAU,,10/31/2009 00:00,N,
Utah St. at Fresno St. ,,10/31/2009 00:00,N,
UL-Lafayette at FIU,,10/31/2009 12:00,W,
Akron at Northern Illinois ,ESPN Plus,10/31/2009 12:00,T,
Ole Miss at Auburn ,SEC Network HD,10/31/2009 12:00,T,
Rutgers at Connecticut ,Big East Network,10/31/2009 12:00,T,
Indiana at Iowa ,ESPN HD,10/31/2009 12:00,T,
New Mexico St. at Ohio St. ,BTN HD,10/31/2009 12:00,T,
Purdue at Wisconsin ,ESPN2 HD,10/31/2009 12:00,T,
Cincinnati at Syracuse ,ESPNU HD,10/31/2009 12:00,T,
Ohio at Ball St. ,,10/31/2009 12:00,W,
NC State at Florida St.,Raycom HD,10/31/2009 12:00,T,
Nebraska at Baylor ,Versus HD,10/31/2009 12:30,T,
Southern Miss at Houston ,CSS,10/31/2009 13:00,T,
Missouri at Colorado ,FSN HD,10/31/2009 13:30,T,
Coastal Carolina at Clemson ,,10/31/2009 13:30,W,
SMU at Tulsa ,KDAF,10/31/2009 14:00,T,
Western Michigan at Kent St. ,,10/31/2009 14:00,W,
UAB at UTEP ,,10/31/2009 15:00,W,
San Jose St. at Boise St. ,KTVB,10/31/2009 15:00,T,
Toledo at Miami (OH) ,ONN,10/31/2009 15:30,T,
Michigan at Illinois ,ABC/ESPN HD,10/31/2009 15:30,T,
Arkansas St. at Louisville ,WHAS,10/31/2009 15:30,T,
Kansas at Texas Tech ,ABC HD,10/31/2009 15:30,T,
Duke at Virginia ,,10/31/2009 15:30,W,
Miami (FL) at Wake Forest ,ABC HD/ESPN,10/31/2009 15:30,T,
Central Michigan at Boston College ,ESPNU HD,10/31/2009 15:30,T,
Florida vs. Georgia<br>(at Jacksonville, FL),CBS HD,10/31/2009 15:30,T
Temple at Navy,CBS College HD,10/31/2009 15:30,T,
UNLV at TCU,Versus HD,10/31/2009 16:00,T,
Air Force at Colorado St.,Mtn,10/31/2009 16:00,T,
Hawaii at Nevada,Oceanic PPV,10/31/2009 16:00,T,
Western Kentucky at North Texas ,Sun Belt Network,10/31/2009 16:15,T,
Penn St. at Northwestern,ESPN HD,10/31/2009 16:30,T,
Louisiana Tech at Idaho ,ESPN Plus,10/31/2009 17:00,T,
UL-Monroe at Troy ,,10/31/2009 19:00,W,
Eastern Michigan at Arkansas ,ESPNU HD,10/31/2009 19:00,T,
Mississippi St. at Kentucky ,SEC/FOX RSNs HD,10/31/2009 19:00,T,
Kansas St. at Oklahoma ,FSN HD,10/31/2009 19:00,T,
Georgia Tech at Vanderbilt ,SEC/CSS HD,10/31/2009 19:30,T,
Washington St. vs. Notre Dame<br>(at San Antonio, TX) ,NBC HD,10/31/2009 19:30,T
New Mexico at San Diego St.,CBS College HD,10/31/2009 19:30,T,
South Carolina at Tennessee ,ESPN HD,10/31/2009 19:45,T,
Tulane at LSU ,TigerVision PPV,10/31/2009 20:00,T,
Texas at Oklahoma St. ,ABC/ESPN2 HD,10/31/2009 20:00,T,
Michigan St. at Minnesota,BTN HD,10/31/2009 20:00,T,
Wyoming at Utah,Mtn,10/31/2009 20:00,T,
Marshall at UCF,ESPN HD,11/01/2009 20:15,T,
Bowling Green at Buffalo,ESPN2 HD,11/03/2009 19:00,T,
Virginia Tech at East Carolina,ESPN HD,11/05/2009 19:30,T,
Eastern Michigan at Northern Illinois,ESPNU HD,11/05/2009 19:30,T,
Miami (OH) at Temple,,11/05/2009 19:30,W,
Boise St. at Louisiana Tech,ESPN2 HD,11/06/2009 20:00,T,
Baylor at Missouri ,,11/07/2009 00:00,N,
Troy at Western Kentucky ,,11/07/2009 00:00,N,
UCF at Texas ,FSN HD,11/07/2009 12:00,T,
South Carolina at Arkansas ,SEC Network HD,11/07/2009 12:00,T,
Virginia at Miami (FL) ,Raycom HD,11/07/2009 12:00,T,
Syracuse at Pittsburgh ,ESPNU HD,11/07/2009 12:00,T,
Louisville at West Virginia ,Big East Network,11/07/2009 12:00,T,
Wisconsin at Indiana ,BTN HD,11/07/2009 12:00,T,
Northwestern at Iowa ,ESPN HD,11/07/2009 12:00,T,
Purdue at Michigan ,BTN HD,11/07/2009 12:00,T,
Western Michigan at Michigan St. ,BTN HD,11/07/2009 12:00,T,
Illinois at Minnesota ,BTN HD,11/07/2009 12:00,T,
Kansas at Kansas St. ,Versus HD,11/07/2009 12:30,T,
Maryland at NC State ,,11/07/2009 13:00,W,
Tennessee Tech at Georgia ,CSS PPV,11/07/2009 13:00,T,
Eastern Kentucky at Kentucky ,Big Blue Sports,11/07/2009 13:00,T,
Furman at Auburn ,CSS PPV,11/07/2009 13:30,T,
Texas A&M at Colorado ,FOX College Sports,11/07/2009 13:30,T,
FAU at UAB ,,11/07/2009 14:00,W,
BYU at Wyoming,Mtn,11/07/2009 14:00,T,
Navy at Notre Dame,NBC HD,11/07/2009 14:30,T,
UL-Monroe at North Texas ,,11/07/2009 15:00,W,
Rice at SMU ,TW MetroSports SW,11/07/2009 15:00,T,
UTEP at Tulane ,UTEP/ISP Sports,11/07/2009 15:30,T,
Kent St. at Akron ,Fox Sports Ohio,11/07/2009 15:30,T,
LSU at Alabama ,CBS HD,11/07/2009 15:30,T,
UL-Lafayette at Arkansas St. ,Sun Belt Network,11/07/2009 15:30,T,
Duke at North Carolina ,ESPNU HD,11/07/2009 15:30,T,
Oklahoma St. at Iowa St.,ABC HD,11/07/2009 15:30,T,
Ohio St. at Penn St. ,ABC/ESPN HD,11/07/2009 15:30,T,
Wake Forest at Georgia Tech ,ABC/ESPN2 HD,11/07/2009 15:30,T,
Army at Air Force,CBS College HD,11/07/2009 15:30,T,
TCU at San Diego St.,Versus HD,11/07/2009 16:00,T,
FIU at Middle Tennessee ,Middle Tennessee TV,11/07/2009 16:30,T,
New Mexico at Utah,Mtn,11/07/2009 18:00,T,
Memphis at Tennessee ,ESPNU HD,11/07/2009 19:00,T,
Vanderbilt at Florida ,ESPN2 HD,11/07/2009 19:15,T,
Northern Arizona at Ole Miss ,SEC/CSS HD,11/07/2009 19:30,T,
Houston at Tulsa,CBS College HD,11/07/2009 19:30,T,
Florida State at Clemson ,ESPN HD,11/07/2009 19:45,T,
Connecticut at Cincinnati ,ABC HD,11/07/2009 20:00,T,
Oklahoma at Nebraska ,ABC HD,11/07/2009 20:00,T,
Colorado St. at UNLV,Mtn,11/07/2009 22:00,T,
Utah St. at Hawai'i,Oceanic PPV,11/07/2009 22:00,T,
Fresno St. at Idaho,ESPNU HD,11/07/2009 22:30,T,
Nevada at San Jose St.,ESPN HD,11/08/2009 20:30,T,
Ohio at Buffalo,ESPN2 HD,11/10/2009 19:00,T,
Toledo at Central Michigan,ESPN2 HD,11/11/2009 20:00,T,
Ball St. at Northern Illinois,ESPNU HD,11/12/2009 18:00,T,
Bowling Green at Miami (OH),,11/12/2009 18:00,W,
USF at Rutgers,ESPN HD,11/12/2009 19:30,T,
West Virginia at Cincinnati,ESPN2 HD,11/13/2009 20:00,T,
Temple at Akron,ESPNU HD,11/13/2009 20:30,T,
Colorado at Iowa St. ,,11/14/2009 00:00,N,
Arkansas St. at FAU,,11/14/2009 00:00,N,
Kentucky at Vanderbilt ,SEC Network HD,11/14/2009 12:00,T,
Houston at UCF ,CBS College HD,11/14/2009 12:00,T,
Tennessee at Ole Miss ,CBS HD,11/14/2009 12:00,T,
Florida State at Wake Forest ,ESPNU HD,11/14/2009 12:00,T,
Texas at Baylor ,FSN HD,11/14/2009 12:00,T,
Clemson at NC State ,Raycom HD,11/14/2009 12:00,T,
Northwestern at Illinois ,ESPN Classic,11/14/2009 12:00,T,
South Dakota St. at Minnesota ,BTN HD,11/14/2009 12:00,T,
Indiana at Penn St. ,BTN HD,11/14/2009 12:00,T,
Michigan St. at Purdue ,ESPN HD,11/14/2009 12:00,T,
Michigan at Wisconsin ,BTN HD,11/14/2009 12:00,T,
Georgia Tech at Duke ,ESPN2 HD,11/14/2009 12:00,T,
Syracuse at Louisville,Big East Network,11/14/2009 12:00,T,
VMI at Army,,11/14/2009 12:00,W,
Missouri at Kansas St. ,Versus HD,11/14/2009 12:30,T,
Western Michigan at Eastern Michigan ,,11/14/2009 13:00,W,
UAB at Memphis ,CSS,11/14/2009 13:00,T,
Virginia Tech at Maryland ,,11/14/2009 13:00,W,
BYU at New Mexico,Mtn HD,11/14/2009 14:00,T,
UTEP at SMU ,TW MetroSports-SW,11/14/2009 15:00,T,
San Jose St. at Utah St.,KUCW,11/14/2009 15:00,T,
Florida at South Carolina ,CBS HD,11/14/2009 15:30,T,
Idaho at Boise St. ,ESPNU HD,11/14/2009 15:30,T,
Tulane at Rice ,,11/14/2009 15:30,W,
Iowa at Ohio St. ,ABC HD/ESPN2,11/14/2009 15:30,T,
Boston College at Virginia ,,11/14/2009 15:30,W,
Nebraska at Kansas ,ABC HD,11/14/2009 15:30,T,
Miami (FL) at North Carolina ,ABC HD/ESPN2,11/14/2009 15:30,T,
Delaware at Navy,CBS College HD,11/14/2009 15:30,T,
Fresno St. at Nevada ,Bulldog Sports,11/14/2009 16:00,T,
Western Kentucky at UL-Monroe ,,11/14/2009 16:00,W,
UL-Lafayette at Middle Tennessee ,Sun Belt Network,11/14/2009 16:15,T,
Southern Miss at Marshall ,,11/14/2009 16:30,W,
UNLV at Air Force,Mtn HD,11/14/2009 18:00,T,
Texas A&M at Oklahoma ,FSN HD,11/14/2009 19:00,T,
North Texas at FIU,,11/14/2009 19:00,W,
Louisiana Tech at LSU ,ESPNU HD,11/14/2009 19:00,T,
Auburn at Georgia ,ESPN2 HD,11/14/2009 19:00,T,
Alabama at Mississippi St. ,ESPN HD,11/14/2009 19:00,T,
Troy at Arkansas ,SEC/CSS HD,11/14/2009 19:30,T,
Utah at TCU,CBS College HD,11/14/2009 19:30,T,
Notre Dame at Pittsburgh,ABC HD,11/14/2009 20:00,T,
Texas Tech at Oklahoma St. ,ABC HD,11/14/2009 20:00,T,
Wyoming at San Diego St.,Mtn HD,11/14/2009 22:00,T,
New Mexico St. at Hawai'i,Oceanic PPV,11/14/2009 22:00,T,
East Carolina at Tulsa,ESPN HD,11/15/2009 20:15,T,
Buffalo at Miami (OH),ESPNU HD,11/18/2009 18:00,T,
Central Michigan at Ball St.,ESPN2 HD,11/18/2009 20:00,T,
Colorado at Oklahoma St.,ESPN HD,11/19/2009 19:30,T,
Eastern Michigan at Toledo,,11/20/2009 00:00,N,
Akron at Bowling Green,ESPNU HD,11/20/2009 17:30,T,
Boise St. at Utah St.,ESPN2 HD,11/20/2009 21:30,T,
Iowa St. at Missouri ,,11/21/2009 00:00,N,
Baylor at Texas A&M ,,11/21/2009 00:00,N,
Louisiana Tech at Frenso St. ,,11/21/2009 00:00,N,
Arkansas at Mississippi St. ,SEC Network HD,11/21/2009 12:00,T,
Chattanooga at Alabama ,SEC Network HD,11/21/2009 12:00,T,
Ohio St. at Michigan ,ABC HD,11/21/2009 12:00,T,
Iowa at Minnesota ,ESPN HD,11/21/2009 12:00,T,
Maryland at Florida St. ,Raycom HD,11/21/2009 12:00,T,
Duke at Miami (FL) ,ESPNU HD,11/21/2009 12:00,T,
North Carolina at Boston College ,ESPN2 HD,11/21/2009 12:00,T,
Louisville at USF,Big East Network,11/21/2009 12:00,T,
Oklahoma at Texas Tech ,FSN HD,11/21/2009 12:30,T,
FIU at Florida ,Sun Sports PPV,11/21/2009 12:30,T,
Kent St. at Temple ,,11/21/2009 13:00,W,
Memphis at Houston ,CSS,11/21/2009 13:00,T,
Tulane at UCF ,Bright House Sports,11/21/2009 14:00,T,
Northern Illinois at Ohio ,,11/21/2009 14:00,W,
TCU at Wyoming,Mtn HD,11/21/2009 14:00,T,
Connecticut at Notre Dame,NBC HD,11/21/2009 14:30,T,
Air Force at BYU,CBS College HD,11/21/2009 15:30,T,
Rutgers at Syracuse,,11/21/2009 15:30,W,
UTEP at Rice ,,11/21/2009 15:30,W,
LSU at Ole Miss ,CBS HD,11/21/2009 15:30,T,
Wisconsin at Northwestern ,BTN HD,11/21/2009 15:30,T,
UAB at East Carolina ,ECU/ISP Sports,11/21/2009 15:30,T,
Purdue at Indiana ,BTN HD,11/21/2009 15:30,T,
Penn St. at Michigan St. ,ABC HD/ESPN,11/21/2009 15:30,T,
Virginia at Clemson ,ABC/ESPN HD,11/21/2009 15:30,T,
NC State at Virginia Tech ,ESPNU HD,11/21/2009 15:30,T,
Army at North Texas ,KTXA,11/21/2009 16:00,T,
San Diego St. at Utah,Versus HD,11/21/2009 16:00,T,
FAU at Troy ,Sun Belt Network,11/21/2009 16:15,T,
Arkansas St. at Middle Tennessee ,Middle Tennessee TV,11/21/2009 16:30,T,
SMU at Marshall ,,11/21/2009 16:30,W,
Colorado St. at New Mexico,Mtn HD,11/21/2009 18:00,T,
Vanderbilt at Tennessee ,ESPNU HD,11/21/2009 19:00,T,
UL-Monroe at UL-Lafayette ,,11/21/2009 19:00,W,
Tulsa at Southern Miss ,CBS College HD,11/21/2009 19:30,T,
Kentucky at Georgia ,ESPN2 HD,11/21/2009 19:45,T,
Kansas St. at Nebraska ,ESPN HD,11/21/2009 19:45,T,
Kansas at Texas ,ABC HD,11/21/2009 20:00,T,
Hawaii at San Jose St. ,Oceanic PPV,11/21/2009 20:00,T,
Nevada at New Mexico St. ,ESPNU HD,11/21/2009 22:30,T,
Ball St. at Western Michigan,ESPN2 HD,11/24/2009 19:00,T,
Texas at Texas A&M,ESPN HD,11/26/2009 20:00,T,
Rutgers at Louisville,ESPN2 HD,11/27/2009 11:00,T,
Temple at Ohio ,ESPNU HD,11/27/2009 11:00,T,
Illinois at Cincinnati,ABC HD,11/27/2009 12:00,T,
Northern Illinois at Central Michigan ,,11/27/2009 13:00,W,
Buffalo at Kent St.,,11/27/2009 14:00,W,
Eastern Michigan at Akron ,,11/27/2009 14:00,W,
Toledo at Bowling Green ,BCSN,11/27/2009 14:00,T,
Wyoming at Colorado St.,Mtn HD,11/27/2009 14:00,T,
Alabama at Auburn,CBS HD,11/27/2009 14:30,T,
Nebraska at Colorado,ABC HD,11/27/2009 15:30,T,
Memphis at Tulsa,CBS College HD,11/27/2009 15:30,T,
Pittsburgh at West Virginia,ESPN2 HD,11/27/2009 19:00,T,
Nevada at Boise St.,ESPN2 HD,11/27/2009 22:15,T,
Western Kentucky at FAU,,11/28/2009 00:00,N,
Ole Miss at Mississippi St. ,SEC Network HD,11/28/2009 12:00,T,
Clemson at South Carolina ,ESPN HD,11/28/2009 12:00,T,
Syracuse at Connecticut,Big East Network,11/28/2009 12:00,T,
Wake Forest at Duke ,Raycom HD,11/28/2009 12:00,T,
North Carolina at NC State ,ESPN2 HD,11/28/2009 12:00,T,
Oklahoma St. at Oklahoma ,FSN HD,11/28/2009 12:30,T,
New Mexico at TCU,Mtn HD,11/28/2009 13:00,T,
Southern Miss at East Carolina ,CBS College HD,11/28/2009 13:30,T,
UCF at UAB ,Bright House Sports,11/28/2009 13:30,T,
Marshall at UTEP ,WSAZ,11/28/2009 15:00,T,
Tulane at SMU ,Texas Channel,11/28/2009 15:00,T,
North Texas at Arkansas St. ,,11/28/2009 15:00,W,
Miami (FL) at USF,ABC HD,11/28/2009 15:30,T,
Florida St. at Florida ,CBS HD,11/28/2009 15:30,T,
Boston College at Maryland ,ESPNU HD,11/28/2009 15:30,T,
Kansas vs. Missouri<br>(at Kansas City, MO),ABC HD,11/28/2009 15:30,T
Virginia Tech at Virginia ,ABC/ESPN HD,11/28/2009 15:30,T,
Middle Tennessee at UL-Monroe ,Sun Belt Network,11/28/2009 16:30,T,
Utah St. at Idaho ,ESPN Plus,11/28/2009 17:00,T,
Utah at BYU,CBS College HD/Mtn HD,11/28/2009 17:00,T,
Texas Tech vs. Baylor<br>(at Arlington, TX),FSN HD,11/28/2009 18:00,T
Tennessee at Kentucky ,ESPNU HD,11/28/2009 19:00,T,
Arkansas at LSU ,ESPN HD,11/28/2009 19:00,T,
Troy at UL-Lafayette ,,11/28/2009 19:00,W,
New Mexico St. at San Jose St. ,Aggie Vision,11/28/2009 20:00,T,
Rice at Houston ,CSS,11/28/2009 20:00,T,
Georgia at Georgia Tech ,ABC HD/ESPN2,11/28/2009 20:00,T,
San Diego St. at UNLV,Mtn HD,11/28/2009 21:00,T,
Navy at Hawai'i,ESPNU HD,11/28/2009 22:30,T,
Arkansas St. at Western Kentucky ,Sun Belt Network,12/03/2009 19:00,T,
MAC Championship<br>Central Michigan vs. TBA<br>(at Detroit, MI),ESPN2 HD,12/04/2009 20:00,T
Cincinnati at Pittsburgh,ABC HD,12/05/2009 12:00,T,
West Virginia at Rutgers,ESPN HD,12/05/2009 12:00,T,
Conference USA Championship<br>Houston at East Carolina,ESPN2 HD,12/05/2009 12:00,T,
Fresno St. at Illinois ,BTN HD,12/05/2009 12:30,T,
San Jose St. at Louisiana Tech,ESPN Plus,12/05/2009 14:00,T,
New Mexico St. at Boise St. ,KTVB,12/05/2009 15:00,T,
SEC Championship<br>Florida vs. Alabama<br>(at Atlanta, GA),CBS HD,12/05/2009 16:00,T
FAU at FIU,Sun Belt Network,12/05/2009 19:00,T,
USF at Connecticut,ESPN2 HD,12/05/2009 20:00,T,
Big 12 Championship<br>(at Arlington, TX),ABC HD,12/05/2009 20:00,T
ACC Championship<br>Georgia Tech vs. Clemson<br>(at Tampa, FL),ESPN HD,12/05/2009 20:00,T
Wisconsin at Hawai'i ,ESPN2 HD,12/05/2009 23:30,T,
