game,network,time,mediaindicator,
Iowa at Penn St. ,ABC HD,09/26/2009 20:00,T,
Notre Dame at Purdue ,ESPN HD,09/26/2009 20:00,T,
Vanderbilt at Rice ,CSS,09/26/2009 20:00,T,
Southern Utah at Utah St.,,09/26/2009 20:00,W,
Texas Tech at Houston ,ESPN2 HD,09/26/2009 21:15,T,
New Mexico St. at New Mexico ,Mtn,09/26/2009 22:00,T,
Hawaii at Louisiana Tech ,ESPN2 HD,09/30/2009 20:00,T,
Colorado at West Virginia ,ESPN HD,10/01/2009 19:30,T,
Southern Miss at UAB ,CBS College HD,10/01/2009 20:00,T,
Pittsburgh at Louisville ,ESPN2 HD,10/02/2009 20:00,T,
Utah St. at BYU ,Mtn,10/02/2009 21:00,T,
New Mexico St. at San Diego St. ,,10/03/2009 00:00,N,
Wyoming at FAU,,10/03/2009 00:00,N,
Alabama at Kentucky ,SEC Network HD,10/03/2009 12:00,T,
Arkansas St. at Iowa ,ESPN2 HD,10/03/2009 12:00,T,
Michigan at Michigan St. ,BTN HD,10/03/2009 12:00,T,
Wisconsin at Minnesota ,ESPN HD,10/03/2009 12:00,T,
Purdue at Northwestern ,BTN HD,10/03/2009 12:00,T,
Toledo at Ball St. ,ESPN Plus,10/03/2009 12:00,T,
Virginia Tech at Duke ,,10/03/2009 12:00,W,
Clemson at Maryland ,ESPNU HD,10/03/2009 12:00,T,
Virginia at North Carolina ,Raycom HD,10/03/2009 12:00,T,
East Carolina at Marshall ,CBS College HD,10/03/2009 12:00,T,
USF at Syracuse ,Big East Network,10/03/2009 12:00,T,
Tulane at Army ,,10/03/2009 12:00,W,
Temple at Eastern Michigan ,,10/03/2009 13:00,W,
Cincinnati at Miami (OH) ,,10/03/2009 13:00,W,
Iowa St. vs. Kansas St.<br>(at Kansas City, MO) ,FOX College Sports,10/03/2009 15:00,T
New Mexico at Texas Tech ,FSN HD,10/03/2009 15:30,T,
Penn St. at Illinois ,ABC/ESPN HD,10/03/2009 15:30,T,
NC State at Wake Forest ,ESPNU HD,10/03/2009 15:30,T,
Florida St. at Boston College,ABC HD/ESPN,10/03/2009 15:30,T,
Western Michigan at Northern Illinois ,CSN Chicago,10/03/2009 15:30,T,
Central Michigan at Buffalo ,Time Warner-Buffalo,10/03/2009 15:30,T,
Memphis at UCF ,Bright House Sports,10/03/2009 15:30,T,
LSU at Georgia ,CBS HD,10/03/2009 15:30,T,
FIU at UL-Monroe ,Sun Belt Network,10/03/2009 15:30,T,
Washington at Notre Dame ,NBC HD,10/03/2009 15:30,T,
Air Force at Navy ,CBS College HD,10/03/2009 15:30,T,
UNLV at Nevada,,10/03/2009 16:00,W,
Ohio at Bowling Green ,BCSN,10/03/2009 16:00,T,
South Carolina St. at South Carolina ,ESPN Classic,10/03/2009 19:00,T,
Kent St. at Baylor ,FSN Regional HD,10/03/2009 19:00,T,
Ole Miss at Vanderbilt ,ESPNU HD,10/03/2009 19:00,T,
Ohio St. at Indiana ,BTN HD,10/03/2009 19:00,T,
Tulsa at Rice ,CBS College HD,10/03/2009 19:30,T,
Georgia Tech at Mississippi St. ,SEC/CSS HD,10/03/2009 19:30,T,
Arkansas vs. Texas A&M<br>(at Arlington, TX) ,ESPN2 HD,10/03/2009 19:30,T
Auburn at Tennessee ,ESPN HD,10/03/2009 19:45,T,
UC-Davis at Boise St. ,KTVB,10/03/2009 20:00,T,
Oklahoma at Miami (FL) ,ABC HD,10/03/2009 20:00,T,
SMU at TCU ,Mtn,10/03/2009 20:00,T,
Houston at UTEP ,,10/03/2009 21:00,W,
Colorado St. at Idaho ,ESPNU,10/03/2009 22:30,T,
Middle Tennessee at Troy,ESPN2 HD,10/06/2009 20:00,T,
Nebraska at Missouri,ESPN HD,10/08/2009 21:00,T,
Louisiana Tech at Nevada,ESPN HD,10/09/2009 21:00,T,
FIU at Western Kentucky,,10/10/2009 00:00,N,
Texas Southern at Rutgers ,,10/10/2009 00:00,N,
Georgia at Tennessee ,SEC Network HD,10/10/2009 12:00,T,
West Virginia at Syracuse ,Big East Network,10/10/2009 12:00,T,
Michigan St. at Illinois ,BTN HD,10/10/2009 12:00,T,
Purdue at Minnesota ,ESPN2 HD,10/10/2009 12:00,T,
Miami (OH) at Northwestern ,BTN HD,10/10/2009 12:00,T,
Eastern Illinois at Penn St. ,ESPN Classic,10/10/2009 12:00,T,
Eastern Michigan at Central Michigan ,ESPN Plus,10/10/2009 12:00,T,
Auburn at Arkansas ,ESPN HD,10/10/2009 12:00,T,
Boston College at Virginia Tech ,Raycom HD,10/10/2009 12:00,T,
Vanderbilt at Army,CBS College HD,10/10/2009 12:00,T,
Iowa St. at Kansas ,Versus HD,10/10/2009 12:30,T,
Oklahoma St. at Texas A&M ,FSN HD,10/10/2009 12:30,T,
Kentucky at South Carolina ,SEC/FOX RSNs HD,10/10/2009 12:30,T,
Houston at Mississippi St. ,ESPNU HD,10/10/2009 12:30,T,
Ball St. at Temple ,,10/10/2009 13:00,W,
New Mexico at Wyoming,Mtn,10/10/2009 14:00,T,
Navy at Rice,CBS College HD,10/10/2009 15:30,T,
Bowling Green at Kent St. ,Fox Sports Ohio,10/10/2009 15:30,T,
Connecticut at Pittsburgh ,ABC/ESPN HD,10/10/2009 15:30,T,
Gardner-Webb at Buffalo ,Time Warner-Buffalo,10/10/2009 15:30,T,
Marshall at Tulane ,CSS,10/10/2009 15:30,T,
Wisconsin at Ohio St. ,ABC HD/ESPN,10/10/2009 15:30,T,
Alabama at Ole Miss ,CBS HD,10/10/2009 15:30,T,
Baylor at Oklahoma ,ABC HD,10/10/2009 15:30,T,
Indiana at Virginia ,,10/10/2009 15:30,W,
Georgia Southern at North Carolina ,,10/10/2009 15:30,W,
Duke at NC State ,ESPNU HD,10/10/2009 16:00,T,
Ohio at Akron ,,10/10/2009 18:00,W,
Utah at Colorado St.,Mtn,10/10/2009 18:00,T,
Maryland at Wake Forest ,,10/10/2009 18:30,W,
Florida A&M at Miami (FL) ,,10/10/2009 19:00,W,
Kansas St. at Texas Tech ,FSN Regional,10/10/2009 19:00,T,
Western Michigan at Toledo ,,10/10/2009 19:00,W,
North Texas at UL-Lafayette ,Sun Belt Network,10/10/2009 19:00,T,
Colorado at Texas ,ESPN HD,10/10/2009 19:15,T,
Southern Miss at Louisville ,ESPNU HD,10/10/2009 19:30,T,
TCU at Air Force,CBS College HD,10/10/2009 19:30,T,
Michigan at Iowa,ABC HD,10/10/2009 20:00,T,
Georgia Tech at Florida St.,ESPN2 HD,10/10/2009 20:00,T,
Utah St. at New Mexico St. ,Aggie Vision,10/10/2009 20:00,T,
Idaho at San Jose St.,Go Vandals Network,10/10/2009 20:00,T,
Florida at LSU ,CBS HD,10/10/2009 20:00,T,
UTEP at Memphis ,UTEP/ISP Sports,10/10/2009 20:00,T,
East Carolina at SMU ,Texas Channel,10/10/2009 20:00,T,
BYU at UNLV,Mtn,10/10/2009 22:00,T,
Fresno St. at Hawai'i ,Oceanic PPV<br>Bulldog Sports,10/10/2009 23:00,T,
Arkansas St. at UL-Monroe,ESPN2 HD,10/13/2009 20:00,T,
Boise St. at Tulsa,ESPN HD,10/14/2009 20:00,T,
Cincinnati at USF,ESPN HD,10/15/2009 19:30,T,
Pittsburgh at Rutgers,ESPN HD,10/16/2009 20:00,T,
Baylor at Iowa St. ,,10/17/2009 00:00,N,
UL-Lafayette at Western Kentucky ,,10/17/2009 00:00,N,
Georgia at Vanderbilt ,SEC Network HD,10/17/2009 12:00,T,
Oklahoma vs. Texas<br>(at Fair Park, TX) ,ABC HD,10/17/2009 12:00,T
Delaware St. at Michigan ,BTN HD,10/17/2009 12:00,T,
Northwestern at Michigan St. ,ESPN2 HD,10/17/2009 12:00,T,
Ohio St. at Purdue ,BTN HD,10/17/2009 12:00,T,
Iowa at Wisconsin ,ESPN HD,10/17/2009 12:00,T,
Bowling Green at Ball St. ,,10/17/2009 12:00,W,
Louisville at Connecticut,Big East Network,10/17/2009 12:00,T,
Wake Forest at Clemson ,Raycom HD,10/17/2009 12:00,T,
Mississippi St. at Middle Tennessee ,ESPNU HD,10/17/2009 12:30,T,
Army at Temple ,,10/17/2009 13:00,W,
Miami (OH) at Ohio ,,10/17/2009 14:00,W,
Wyoming at Air Force,Mtn,10/17/2009 14:00,T,
Nevada at Utah St. ,KAME,10/17/2009 15:00,T,
Arkansas at Florida ,CBS HD,10/17/2009 15:30,T,
Akron at Buffalo ,Time Warner-Buffalo<br>Fox Sports Ohio,10/17/2009 15:30,T,
Central Michigan at Western Michigan ,Fox Sports Detroit +,10/17/2009 15:30,T,
Rice at East Carolina ,ECU/ISP Sports,10/17/2009 15:30,T,
Minnesota at Penn St. ,ABC HD/ESPN,10/17/2009 15:30,T,
Marshall at West Virginia,Big East Network,10/17/2009 15:30,T,
Texas Tech at Nebraska ,ABC HD/ESPN,10/17/2009 15:30,T,
NC State at Boston College ,ABC HD,10/17/2009 15:30,T,
USC at Notre Dame,NBC HD,10/17/2009 15:30,T,
Houston at Tulane,CBS College HD,10/17/2009 15:30,T,
Colorado St. at TCU,Versus HD,10/17/2009 16:00,T,
Virginia at Maryland ,ESPNU HD,10/17/2009 16:00,T,
Kent St. at Eastern Michigan ,,10/17/2009 16:00,W,
New Mexico St. at Louisiana Tech ,,10/17/2009 16:00,W,
Hawaii at Idaho,ESPN Plus,10/17/2009 17:00,T,
Virginia Tech at Georgia Tech ,ESPN2 HD,10/17/2009 18:00,T,
BYU at San Diego St.,Mtn,10/17/2009 18:00,T,
Illinois at Indiana,BTN HD,10/17/2009 19:00,T,
Kansas at Colorado ,FSN HD,10/17/2009 19:00,T,
Texas A&M at Kansas St. ,FOX College Sports,10/17/2009 19:00,T,
UAB at Ole Miss ,SEC/FOX RSNs HD,10/17/2009 19:00,T,
Troy at FIU,,10/17/2009 19:00,W,
Northern Illinois at Toledo ,,10/17/2009 19:00,W,
Memphis at Southern Miss ,,10/17/2009 19:00,W,
Kentucky at Auburn ,ESPNU HD,10/17/2009 19:30,T,
Miami (FL) at UCF,CBS College HD,10/17/2009 19:30,T,
South Carolina at Alabama ,ESPN HD,10/17/2009 19:45,T,
Navy at SMU ,Texas Channel,10/17/2009 20:00,T,
FAU at North Texas,Sun Belt Network,10/17/2009 20:00,T,
Missouri at Oklahoma St. ,ESPN2 HD,10/17/2009 21:15,T,
San Jose St. at Fresno St. ,,10/17/2009 22:00,W,
Utah at UNLV,Mtn,10/17/2009 22:00,T,
Tulsa at UTEP,ESPN HD,10/21/2009 20:00,T,
Florida State at North Carolina,ESPN HD,10/22/2009 19:30,T,
Rutgers at Army,ESPN2 HD,10/23/2009 20:00,T,
Texas A&M at Texas Tech ,,10/24/2009 00:00,N,
Connecticut at West Virginia ,ESPNU HD,10/24/2009 12:00,T,
USF at Pittsburgh ,Big East Network,10/24/2009 12:00,T,
Indiana at Northwestern ,BTN HD,10/24/2009 12:00,T,
Minnesota at Ohio St. ,ESPN HD,10/24/2009 12:00,T,
Illinois at Purdue ,ESPN2 HD,10/24/2009 12:00,T,
UAB at Marshall ,CSS,10/24/2009 12:00,T,
Central Michigan at Bowling Green ,ESPN Plus,10/24/2009 12:00,T,
Arkansas at Ole Miss ,SEC Network HD,10/24/2009 12:00,T,
Georgia Tech at Virginia ,Raycom HD,10/24/2009 12:00,T,
Oklahoma St. at Baylor ,Versus HD,10/24/2009 12:30,T,
Iowa St. at Nebraska ,FSN HD,10/24/2009 12:30,T,
Colorado at Kansas St. ,FOX College Sports,10/24/2009 12:30,T,
Ball St. at Eastern Michigan ,,10/24/2009 13:00,W,
Northern Illinois at Miami (OH) ,,10/24/2009 13:00,W,
Maryland at Duke ,,10/24/2009 13:00,W,
Kent St. at Ohio ,,10/24/2009 14:00,W,
Buffalo at Western Michigan ,,10/24/2009 14:00,W,
Louisiana Tech at Utah St.,ESPN Plus,10/24/2009 15:00,T,
Tennessee at Alabama ,CBS HD,10/24/2009 15:30,T,
Western Kentucky at Middle Tennessee ,Sun Belt Network,10/24/2009 15:30,T,
North Texas at Troy ,Troy Sports,10/24/2009 15:30,T,
UCF at Rice ,,10/24/2009 15:30,W,
Louisville at Cincinnati ,ESPNU HD,10/24/2009 15:30,T,
Akron at Syracuse ,Time Warner-Central NY,10/24/2009 15:30,T,
Penn St. at Michigan ,ABC/ESPN HD,10/24/2009 15:30,T,
Clemson at Miami (FL) ,ABC HD,10/24/2009 15:30,T,
Oklahoma at Kansas ,ABC HD,10/24/2009 15:30,T,
Boston College at Notre Dame,NBC HD,10/24/2009 15:30,T,
Wake Forest at Navy,CBS College HD,10/24/2009 15:30,T,
