game,network,time,mediaindicator,
Oregon at UCLA,FOX HD,10/11/2014 15:30,T,
VMI at Navy,CBS Sports Network HD,10/11/2014 15:30,T,
North Carolina at Notre Dame,NBC HD,10/11/2014 15:30,T,
Auburn at Mississippi St.,CBS HD,10/11/2014 15:30,T,
Boston College at NC State,ACC RSNs,10/11/2014 15:30,T,
Louisville at Clemson,ESPNU HD,10/11/2014 15:30,T,
TCU at Baylor,ABC/ESPN2 HD,10/11/2014 15:30,T,
Toledo at Iowa St.,Cyclones.tv,10/11/2014 15:30,T,
Michigan St. at Purdue,ABC/ESPN2 HD,10/11/2014 15:30,T,
Oklahoma St. at Kansas,FOX Sports 1,10/11/2014 16:00,T,
Chattanooga at Tennessee,SEC Network,10/11/2014 16:00,T,
Central Michigan at Northern Illinois,ESPN3,10/11/2014 17:00,W,
Washington at California,Pac-12 Networks,10/11/2014 18:00,T,
Alabama at Arkansas,ESPN HD,10/11/2014 18:00,T,
Idaho at Georgia Southern,ESPN3,10/11/2014 18:00,W,
Penn St. at Michigan,ESPN2 HD,10/11/2014 19:00,T,
Houston at Memphis,CBS Sports Network HD,10/11/2014 19:00,T,
East Carolina at USF,ESPNU HD,10/11/2014 19:00,T,
FIU at UTSA,FOX College Sports,10/11/2014 19:00,T,
Charleston Southern at Vanderbilt,SEC/FSN Regional,10/11/2014 19:30,T,
LSU at Florida,SEC Network,10/11/2014 19:30,T,
Old Dominion at UTEP,American Sports Network,10/11/2014 20:00,T,
Connecticut at Tulane,ESPNEWS,10/11/2014 20:00,T,
Ole Miss at Texas A&M,ESPN HD,10/11/2014 21:00,T,
Air Force at Utah St.,ESPNU HD,10/11/2014 22:15,T,
Colorado St. at Nevada,CBS Sports Network HD,10/11/2014 22:30,T,
USC at Arizona,ESPN2 HD,10/11/2014 22:30,T,
Wyoming at Hawai'i,Oceanic PPV,10/11/2014 23:59,T,
UL-Lafayette at Texas St.,ESPN2 HD,10/14/2014 20:00,T,
Virginia Tech at Pittsburgh,ESPN HD,10/16/2014 19:30,T,
Utah at Oregon St.,FOX Sports 2,10/16/2014 22:00,T,
Fresno St. at Boise St.,ESPN HD,10/17/2014 20:00,T,
Temple at Houston,ESPNU HD,10/17/2014 21:00,T,
USF at Tulsa,ESPNEWS,10/18/2014 12:00,T,
Western Kentucky at FAU,American Sports Network,10/18/2014 12:00,T,
UTSA at Louisiana Tech,FSN HD,10/18/2014 12:00,T,
Furman at South Carolina,SEC Network,10/18/2014 12:00,T,
Syracuse at Wake Forest,ACC RSNs,10/18/2014 12:00,T,
Tulane at UCF,ESPNU HD,10/18/2014 12:00,T,
Iowa at Maryland,ESPN2 HD,10/18/2014 12:00,T,
Purdue at Minnesota,BTN HD,10/18/2014 12:00,T,
Kansas St. at Oklahoma,ESPN HD,10/18/2014 12:00,T,
Baylor at West Virginia,FOX Sports 1,10/18/2014 12:00,T,
Virginia at Duke,ACC Network HD,10/18/2014 12:30,T,
Western Michigan at Bowling Green,BCSN,10/18/2014 14:00,T,
Akron at Ohio,ESPN3,10/18/2014 14:00,W,
Eastern Michigan at Massachusetts,ESPN3,10/18/2014 15:00,W,
Appalachian St. at Troy,ESPN3,10/18/2014 15:00,W,
Texas A&M at Alabama,CBS HD,10/18/2014 15:30,T,
New Mexico at Air Force,ROOT Sports,10/18/2014 15:30,T,
Army at Kent St.,ESPN3,10/18/2014 15:30,W,
NC State at Louisville,ACC RSNs,10/18/2014 15:30,T,
Clemson at Boston College,ESPNU HD,10/18/2014 15:30,T,
Kansas at Texas Tech,FSN HD,10/18/2014 15:30,T,
Michigan St. at Indiana,ESPN HD,10/18/2014 15:30,T,
Rutgers at Ohio St.,ABC/ESPN2 HD,10/18/2014 15:30,T,
UCLA at California,ABC/ESPN2 HD,10/18/2014 15:30,T,
Cincinnati at SMU,CBS Sports Network HD,10/18/2014 15:30,T,
UAB at Middle Tennessee,FOX College Sports,10/18/2014 15:30,T,
Ball St. at Central Michigan,ESPN3,10/18/2014 15:30,W,
Oklahoma St. at TCU,FOX Sports 1,10/18/2014 16:00,T,
Georgia at Arkansas,SEC Network,10/18/2014 16:00,T,
San Jose St. at Wyoming,ESPN3,10/18/2014 16:00,W,
New Mexico St. at Idaho,ESPN3,10/18/2014 17:00,W,
Miami (OH) at Northern Illinois,ESPN3,10/18/2014 17:00,W,
Colorado at USC,Pac-12 Networks,10/18/2014 18:00,T,
Marshall at FIU,American Sports Network,10/18/2014 18:00,T,
Southern Miss at North Texas,American Sports Network,10/18/2014 19:00,T,
Missouri at Florida,ESPN2 HD,10/18/2014 19:00,T,
Tennessee at Ole Miss,ESPN HD,10/18/2014 19:00,T,
Utah St. at Colorado St.,CBS Sports Network HD,10/18/2014 19:00,T,
Georgia Tech at North Carolina,ESPNU HD,10/18/2014 19:00,T,
Nebraska at Northwestern,BTN HD,10/18/2014 19:30,T,
Kentucky at LSU,SEC Network,10/18/2014 19:30,T,
Georgia St. at South Alabama,ESPN3,10/18/2014 19:30,W,
Iowa St. at Texas,Lognhorn Network<br>Cyclones.TV,10/18/2014 20:00,T,
Notre Dame at Florida St.,ABC HD,10/18/2014 20:00,T,
Washington at Oregon,FOX Sports 1,10/18/2014 20:00,T,
Nevada at BYU,ESPN2 HD,10/18/2014 22:15,T,
Hawai'i at San Diego St.,CBS Sports Network HD,10/18/2014 22:30,T,
Stanford at Arizona St.,ESPN HD,10/18/2014 22:30,T,
Arkansas St. at UL-Lafayette,ESPN2 HD,10/21/2014 20:00,T,
Connecticut at East Carolina,ESPNU HD,10/23/2014 19:00,T,
Miami (FL) at Virginia Tech,ESPN HD,10/23/2014 20:00,T,
USF at Cincinnati,ESPN2 HD,10/24/2014 19:00,T,
Troy at South Alabama,ESPNU HD,10/24/2014 19:30,T,
BYU at Boise St.,ESPN HD,10/24/2014 21:00,T,
Oregon vs. California<br>(at Santa Clara, CA),FOX Sports 1,10/24/2014 22:00,T
UAB at Arkansas,SEC Network,10/25/2014 12:00,T,
Texas at Kansas St.,ESPN HD,10/25/2014 12:00,T,
Minnesota at Illinois,ESPNU HD,10/25/2014 12:00,T,
Rutgers at Nebraska,ESPN2 HD,10/25/2014 12:00,T,
Maryland at Wisconsin,BTN HD,10/25/2014 12:00,T,
Memphis at SMU,ESPNEWS,10/25/2014 12:00,T,
North Texas at Rice,FSN HD,10/25/2014 12:00,T,
North Carolina at Virginia,ACC Network HD,10/25/2014 12:30,T,
San Jose St. at Navy,CBS Sports Network HD,10/25/2014 13:00,T,
Northern Illinois at Eastern Michigan,ESPN3,10/25/2014 13:00,W,
Akron at Ball St.,ESPN3,10/25/2014 14:00,W,
Ohio at Western Michigan,ESPN3,10/25/2014 14:00,W,
Massachusetts at Toledo,BCSN,10/25/2014 14:00,T,
UCLA at Colorado,Pac-12 Networks,10/25/2014 14:00,T,
Georgia Southern at Georgia St.,ESPN3,10/25/2014 14:00,W,
Kent St. at Miami (OH),ESPN3,10/25/2014 14:30,W,
Oregon St. at Stanford,ESPN2 HD,10/25/2014 15:30,T,
Louisiana Tech at Southern Miss,American Sports Network,10/25/2014 15:30,T,
FAU at Marshall,FOX Sports 1,10/25/2014 15:30,T,
Central Michigan at Buffalo,ESPN3,10/25/2014 15:30,W,
Mississippi St. at Kentucky,CBS HD,10/25/2014 15:30,T,
Boston College at Wake Forest,ACC RSNs,10/25/2014 15:30,T,
Georgia Tech at Pittsburgh,ESPNU HD,10/25/2014 15:30,T,
Michigan at Michigan St.,ABC HD,10/25/2014 15:30,T,
West Virginia at Oklahoma St.,ESPN HD,10/25/2014 15:30,T,
Texas Tech at TCU,FOX HD,10/25/2014 15:30,T,
Vanderbilt at Missouri,SEC Network,10/25/2014 16:00,T,
UNLV at Utah St.,ESPNEWS,10/25/2014 16:00,T,
Old Dominion at Western Kentucky,CBS College Sports Live,10/25/2014 16:00,W,
Temple at UCF,CBS Sports Network HD,10/25/2014 17:00,T,
Arizona at Washington St.,Pac-12 Networks,10/25/2014 18:00,T,
Texas St. at UL-Monroe,ESPN3,10/25/2014 19:00,W,
UTEP at UTSA,American Sports Network,10/25/2014 19:00,T,
Wyoming at Colorado St.,ROOT Sports,10/25/2014 19:00,T,
Syracuse at Clemson,ESPNU HD,10/25/2014 19:00,T,
Ole Miss at LSU,ESPN HD,10/25/2014 19:15,T,
South Carolina at Auburn,SEC Network,10/25/2014 19:30,T,
Alabama at Tennessee,ESPN2 HD,10/25/2014 19:30,T,
Ohio St. at Penn St.,ABC HD,10/25/2014 20:00,T,
USC at Utah,FOX Sports 1,10/25/2014 22:00,T,
Arizona St. at Washington,ESPN HD,10/25/2014 22:45,T,
Nevada at Hawai'i,Oceanic PPV,10/25/2014 23:59,T,
Troy at Georgia Southern,ESPNU HD,10/30/2014 19:30,T,
Florida St. at Louisville,ESPN HD,10/30/2014 19:30,T,
Tulsa at Memphis,ESPNU HD,10/31/2014 20:00,T,
Cincinnati at Tulane,ESPN2 HD,10/31/2014 20:00,T,
Air Force at Army,CBS HD,11/01/2014 11:30,T,
UL-Monroe at Texas A&M,SEC Network,11/01/2014 12:00,T,
Duke at Pittsburgh,ESPNU HD,11/01/2014 12:00,T,
Northwestern at Iowa,BTN HD,11/01/2014 12:00,T,
Maryland at Penn St.,ESPN2 HD,11/01/2014 12:00,T,
Wisconsin at Rutgers,ESPN HD,11/01/2014 12:00,T,
Oklahoma at Iowa St.,FOX Sports 1,11/01/2014 12:00,T,
UCF at Connecticut,CBS Sports Network HD,11/01/2014 12:00,T,
East Carolina at Temple,ESPNEWS,11/01/2014 12:00,T,
Rice at FIU,American Sports Network,11/01/2014 12:00,T,
Boston College at Virginia Tech,ACC Network HD,11/01/2014 12:30,T,
North Carolina at Miami (FL),ACC Network HD,11/01/2014 12:30,T,
Washington at Colorado,Pac-12 Networks,11/01/2014 13:00,T,
Central Michigan at Eastern Michigan,ESPN3,11/01/2014 13:00,W,
Western Michigan at Miami (OH),ESPN3,11/01/2014 14:30,W,
Western Kentucky at Louisiana Tech,FSN HD,11/01/2014 15:00,T,
NC State at Syracuse,ACC RSNs,11/01/2014 15:00,T,
Virginia at Georgia Tech,ESPNU HD,11/01/2014 15:30,T,
TCU at West Virginia,ABC/ESPN2 HD,11/01/2014 15:30,T,
Indiana at Michigan,BTN HD,11/01/2014 15:30,T,
Purdue at Nebraska,ABC/ESPN2 HD,11/01/2014 15:30,T,
BYU at Middle Tennessee,CBS Sports Network HD,11/01/2014 15:30,T,
Georgia vs. Florida<br>(at Jacksonville, FL),CBS HD,11/01/2014 15:30,T
Georgia St. at Appalachian St.,ESPN3,11/01/2014 15:30,W,
Texas St. at New Mexico St.,AggieVision,11/01/2014 16:00,T,
Kentucky at Missouri,SEC Network,11/01/2014 16:00,T,
Kansas at Baylor,FOX Sports 1,11/01/2014 16:00,T,
Houston at USF,ESPNEWS,11/01/2014 16:00,T,
USC at Washington St.,Pac-12 Networks,11/01/2014 16:30,T,
South Alabama at UL-Lafayette,ESPN3,11/01/2014 17:00,W,
Arkansas St. at Idaho,ESPN3,11/01/2014 17:00,W,
New Mexico at UNLV,ROOT Sports,11/01/2014 17:30,T,
Colorado St. at San Jose St.,CBS Sports Network HD,11/01/2014 19:00,T,
Old Dominion at Vanderbilt,ESPNU HD,11/01/2014 19:00,T,
Auburn at Ole Miss,ESPN HD,11/01/2014 19:00,T,
UAB at FAU,American Sports Network,11/01/2014 19:00,T,
Arkansas at Mississippi St.,ESPN2 HD,11/01/2014 19:15,T,
Tennessee at South Carolina,SEC Network,11/01/2014 19:30,T,
Texas at Texas Tech,FOX Sports 1,11/01/2014 19:30,T,
Stanford at Oregon,FOX HD,11/01/2014 19:30,T,
Southern Miss at UTEP,FOX College Sports,11/01/2014 20:00,T,
Oklahoma St. at Kansas St.,ABC HD,11/01/2014 20:00,T,
Illinois at Ohio St.,ABC HD,11/01/2014 20:00,T,
Notre Dame vs. Navy<br>(at Landover, MD),CBS HD,11/01/2014 20:00,T
San Diego St. at Nevada,CBS Sports Network HD,11/01/2014 22:30,T,
Arizona at UCLA,ESPN HD,11/01/2014 22:30,T,
California at Oregon St.,Pac-12 Networks,11/01/2014 22:30,T,
Wyoming at Fresno St.,ESPN2 HD,11/01/2014 22:45,T,
Utah St. at Hawai'i,Oceanic PPV,11/01/2014 23:00,T,
Utah at Arizona St.,FOX Sports 1,11/01/2014 23:00,T,
Bowling Green at Akron,ESPN2 HD,11/04/2014 20:00,T,
Toledo at Kent St.,ESPNU HD,11/04/2014 20:00,T,
Buffalo at Ohio,ESPNU HD,11/05/2014 20:00,T,
Northern Illinois at Ball St.,ESPN2 HD,11/05/2014 20:00,T,
Clemson at Wake Forest,ESPN HD,11/06/2014 19:30,T,
Memphis at Temple,ESPNU HD,11/07/2014 19:30,T,
Utah St. at Wyoming,ESPN2 HD,11/07/2014 20:00,T,
Georgia at Kentucky,ESPN HD,11/08/2014 12:00,T,
Presbyterian at Ole Miss,SEC Network,11/08/2014 12:00,T,
Penn St. at Indiana,BTN HD,11/08/2014 12:00,T,
Iowa at Minnesota,ESPN2 HD,11/08/2014 12:00,T,
Wisconsin at Purdue,ESPNU HD,11/08/2014 12:00,T,
Baylor at Oklahoma,FOX Sports 1,11/08/2014 12:00,T,
SMU at Tulsa,CBS Sports Network HD,11/08/2014 12:00,T,
UTSA at Rice,FSN HD,11/08/2014 12:00,T,
Louisiana Tech at UAB,American Sports Network,11/08/2014 12:00,T,
Duke at Syracuse,ACC RSNs,11/08/2014 12:30,T,
Georgia Tech at NC State,ACC Network HD,11/08/2014 12:30,T,
South Alabama at Arkansas St.,ESPN3,11/08/2014 15:00,W,
Georgia St. at Troy,ESPN3,11/08/2014 15:00,W,
UL-Monroe at Appalachian St.,ESPN3,11/08/2014 15:30,W,
Texas A&M at Auburn,CBS HD,11/08/2014 15:30,T,
Connecticut vs. Army<br>(at Bronx, NY),CBS Sports Network HD,11/08/2014 15:30,T
Notre Dame at Arizona St.,ABC HD,11/08/2014 15:30,T,
Iowa St. at Kansas,FSN HD,11/08/2014 15:30,T,
West Virginia at Texas,FOX Sports 1,11/08/2014 15:30,T,
Michigan at Northwestern,ESPN2 HD,11/08/2014 15:30,T,
FIU at Old Dominion,American Sports Network,11/08/2014 15:30,T,
Tulane at Houston,ESPNU HD,11/08/2014 15:30,T,
Washington St. at Oregon St.,Pac-12 Networks,11/08/2014 16:00,T,
UTEP at Western Kentucky,CBS College Sports Live,11/08/2014 16:00,W,
UT-Martin at Mississippi St.,SEC Network,11/08/2014 16:00,T,
Air Force at UNLV,MW Network,11/08/2014 16:00,W,
Georgia Southern at Texas St.,ESPN3,11/08/2014 16:00,W,
Idaho at San Diego St.,ROOT Sports,11/08/2014 18:30,T,
Virginia at Florida St.,ESPN HD,11/08/2014 18:30,T,
Boise St. at New Mexico,CBS Sports Network HD,11/08/2014 19:00,T,
Hawai'i at Colorado St.,ESPNU HD,11/08/2014 19:00,T,
FAU at North Texas,FOX College Sports,11/08/2014 19:00,T,
Marshall at Southern Miss,American Sports Network,11/08/2014 19:00,T,
UCLA at Washington,FOX Sports 1,11/08/2014 19:00,T,
Louisville at Boston College,ESPN2 HD,11/08/2014 19:15,T,
Kansas St. at TCU,FOX HD,11/08/2014 19:30,T,
Florida at Vanderbilt,SEC Network,11/08/2014 19:30,T,
Alabama at LSU,CBS HD,11/08/2014 20:00,T,
UL-Lafayette at New Mexico St.,AggieVision,11/08/2014 20:00,T,
Ohio St. at Michigan St.,ABC HD,11/08/2014 20:00,T,
Colorado at Arizona,Pac-12 Networks,11/08/2014 20:00,T,
Oregon at Utah,ESPN HD,11/08/2014 22:00,T,
San Jose St. at Fresno St.,CBS Sports Network HD,11/08/2014 22:30,T,
Akron at Buffalo,ESPNU HD,11/11/2014 20:00,T,
Toledo at Northern Illinois,ESPN2 HD,11/11/2014 20:00,T,
Kent St. at Bowling Green,ESPN2 HD,11/12/2014 20:00,T,
Ball St. at Massachusetts,ESPNU HD,11/12/2014 20:00,T,
East Carolina at Cincinnati,ESPN2 HD,11/13/2014 19:00,T,
Southern Miss at UTSA,CBS Sports Network HD,11/13/2014 20:00,T,
California at USC,ESPN HD,11/13/2014 21:00,T,
Tulsa at UCF,ESPN2 HD,11/14/2014 20:00,T,
South Carolina at Florida,SEC Network,11/15/2014 12:00,T,
Iowa at Illinois,BTN HD,11/15/2014 12:00,T,
Ohio St. at Minnesota,ABC HD,11/15/2014 12:00,T,
Temple at Penn St.,ESPN2 HD,11/15/2014 12:00,T,
Army at Western Kentucky,CBS Sports Network HD,11/15/2014 12:00,T,
Virginia Tech at Duke,ESPNU HD,11/15/2014 12:00,T,
Clemson at Georgia Tech,ESPN HD,11/15/2014 12:00,T,
Pittsburgh at North Carolina,ACC Network HD,11/15/2014 12:30,T,
Miami (OH) at Central Michigan,ESPN3,11/15/2014 13:00,W,
Eastern Michigan at Western Michigan,ESPN3,11/15/2014 14:00,W,
Nevada at Air Force,ROOT Sports,11/15/2014 14:00,T,
Rice at Marshall,FSN HD,11/15/2014 14:30,T,
Appalachian St. at Arkansas St.,ESPN3,11/15/2014 15:00,W,
Wake Forest at NC State,ACC RSNs,11/15/2014 15:00,T,
TCU at Kansas,FOX Sports 1,11/15/2014 15:00,T,
Oklahoma at Texas Tech,ESPN HD,11/15/2014 15:30,T,
Indiana at Rutgers,BTN HD,11/15/2014 15:30,T,
Nebraska at Wisconsin,ABC HD,11/15/2014 15:30,T,
Mississippi St. at Alabama,CBS HD,11/15/2014 15:30,T,
Georgia Southern at Navy,CBS Sports Network HD,11/15/2014 15:30,T,
Northwestern at Notre Dame,NBC HD,11/15/2014 15:30,T,
Middle Tennessee at FIU,American Sports Network,11/15/2014 15:30,T,
Washington at Arizona,FOX HD,11/15/2014 15:30,T,
Memphis at Tulane,ESPNU HD,11/15/2014 15:30,T,
Kentucky at Tennessee,SEC Network,11/15/2014 16:00,T,
New Mexico at Utah St.,ESPNEWS,11/15/2014 16:00,T,
Hawai'i at San Jose St.,Oceanic PPV,11/15/2014 16:30,T,
Troy at Idaho,ESPN3,11/15/2014 17:00,W,
Utah at Stanford,Pac-12 Networks,11/15/2014 18:00,T,
UL-Lafayette at UL-Monroe,ESPN3,11/15/2014 19:00,W,
UNLV at BYU,ESPNU HD,11/15/2014 19:00,T,
Auburn at Georgia,ESPN HD,11/15/2014 19:15,T,
Missouri at Texas A&M,SEC Network,11/15/2014 19:30,T,
Texas St. at South Alabama,ESPN3,11/15/2014 19:30,W,
Texas at Oklahoma St.,FOX HD,11/15/2014 19:30,T,
Michigan St. at Maryland,BTN HD,11/15/2014 20:00,T,
Florida St. at Miami (FL),ABC HD,11/15/2014 20:00,T,
LSU at Arkansas,ESPN2 HD,11/15/2014 20:00,T,
USF at SMU,CBS Sports Network HD,11/15/2014 20:00,T,
North Texas at UTEP,FOX Sports 1,11/15/2014 22:00,T,
San Diego St. at Boise St.,ESPNU HD,11/15/2014 22:15,T,
Arizona St. at Oregon St.,ESPN HD,11/15/2014 22:45,T,
Massachusetts at Akron,ESPN3,11/18/2014 19:00,W,
Northern Illinois at Ohio,ESPNU HD,11/18/2014 20:00,T,
Bowling Green at Toledo,ESPN2 HD,11/19/2014 20:00,T,
Kansas St. at West Virginia,FOX Sports 1,11/20/2014 19:00,T,
North Carolina at Duke,ESPN HD,11/20/2014 19:30,T,
Arkansas St. at Texas St.,ESPNU HD,11/20/2014 21:30,T,
Kent St. at Buffalo,,11/21/2014 13:00,N,
UTEP at Rice,FOX Sports 1,11/21/2014 20:00,T,
Air Force at San Diego St.,CBS Sports Network HD,11/21/2014 21:30,T,
San Jose St. at Utah St.,ESPN2 HD,11/21/2014 21:30,T,
South Alabama at South Carolina,SEC/FSN Regional,11/22/2014 12:00,T,
Eastern Kentucky at Florida,SEC Network,11/22/2014 12:00,T,
Charleston Southern at Georgia,SEC Network,11/22/2014 12:00,T,
Fordham at Army,CBS Sports Network HD,11/22/2014 12:00,T,
Kansas at Oklahoma,FOX Sports 1,11/22/2014 12:00,T,
Penn St. at Illinois,ESPN2 HD,11/22/2014 12:00,T,
Rutgers at Michigan St.,BTN HD,11/22/2014 12:00,T,
Minnesota at Nebraska,ESPN HD,11/22/2014 12:00,T,
Indiana at Ohio St.,BTN HD,11/22/2014 12:00,T,
Northwestern at Purdue,ESPNU HD,11/22/2014 12:00,T,
UTSA at Western Kentucky,FSN HD,11/22/2014 12:00,T,
Marshall at UAB,American Sports Network,11/22/2014 12:00,T,
SMU at UCF,ESPNEWS,11/22/2014 12:00,T,
Tulsa at Houston,ESPN3,11/22/2014 12:00,W,
Virginia Tech at Wake Forest,ACC Network HD,11/22/2014 12:30,T,
Washington St. at Arizona St.,Pac-12 Networks,11/22/2014 13:00,T,
Louisiana Tech at Old Dominion,FOX College Sports,11/22/2014 13:00,T,
Western Michigan at Central Michigan,ESPN3,11/22/2014 13:00,W,
New Mexico at Colorado St.,ROOT Sports,11/22/2014 13:30,T,
Appalachian St. at UL-Lafayette,ESPN3,11/22/2014 14:00,W,
Eastern Michigan at Ball St.,ESPN3,11/22/2014 14:00,W,
Savannah St. at BYU,BYUtv,11/22/2014 15:00,T,
Louisville at Notre Dame,NBC HD,11/22/2014 15:30,T,
Ole Miss at Arkansas,CBS HD,11/22/2014 15:30,T,
Syracuse at Pittsburgh,ESPNU HD,11/22/2014 15:30,T,
Georgia St. at Clemson,ACC RSNs,11/22/2014 15:30,T,
Boston College at Florida St.,ABC/ESPN2 HD,11/22/2014 15:30,T,
Wisconsin at Iowa,ABC/ESPN2 HD,11/22/2014 15:30,T,
Maryland at Michigan,BTN HD,11/22/2014 15:30,T,
Texas Tech at Iowa St.,FSN HD,11/22/2014 15:30,T,
Arizona at Utah,ESPN HD,11/22/2014 15:30,T,
Tulane at East Carolina,ESPN3,11/22/2014 15:30,W,
FIU at North Texas,American Sports Network,11/22/2014 15:30,T,
USF at Memphis,ESPNEWS,11/22/2014 16:00,T,
Stanford at California,FOX Sports 1,11/22/2014 16:00,T,
Western Carolina at Alabama,SEC Network,11/22/2014 16:00,T,
UL-Monroe at New Mexico St.,AggieVision,11/22/2014 16:00,T,
Colorado at Oregon,Pac-12 Networks,11/22/2014 16:30,T,
FAU at Middle Tennessee,American Sports Network,11/22/2014 19:00,T,
Samford at Auburn,ESPNU HD,11/22/2014 19:00,T,
Miami (FL) at Virginia,ESPN2 HD,11/22/2014 19:00,T,
Oklahoma St. at Baylor,FOX HD,11/22/2014 19:30,T,
Vanderbilt at Mississippi St.,SEC Network,11/22/2014 19:30,T,
Missouri at Tennessee,ESPN HD,11/22/2014 19:30,T,
USC at UCLA,ABC HD,11/22/2014 20:00,T,
Cincinnati at Connecticut,CBS Sports Network HD,11/22/2014 20:00,T,
Boise St. at Wyoming,ESPN2 HD,11/22/2014 22:15,T,
Fresno St. at Nevada,ESPNU HD,11/22/2014 22:30,T,
Oregon St. at Washington,Pac-12 Networks,11/22/2014 22:30,T,
UNLV at Hawai'i,Oceanic PPV,11/22/2014 23:00,T,
Ohio at Miami (OH),ESPN2 HD,11/25/2014 19:00,T,
LSU at Texas A&M,ESPN HD,11/27/2014 19:30,T,
TCU at Texas,FOX Sports 1,11/27/2014 19:30,T,
Northern Illinois at Western Michigan,ESPNU HD,11/28/2014 11:00,T,
Western Kentucky at Marshall,FOX Sports 1,11/28/2014 12:00,T,
Houston at SMU,CBS Sports Network HD,11/28/2014 12:00,T,
UCF at USF,ESPN2 HD,11/28/2014 12:00,T,
Nebraska at Iowa,ABC HD,11/28/2014 12:00,T,
Ball St. at Bowling Green,ESPN3,11/28/2014 13:00,W,
Akron at Kent St.,ESPN3,11/28/2014 13:00,W,
Toledo at Eastern Michigan,ESPN3,11/28/2014 13:00,W,
Buffalo at Massachusetts,ESPN3,11/28/2014 13:00,W,
Arkansas at Missouri,CBS HD,11/28/2014 14:30,T,
Navy at South Alabama,ESPN3,11/28/2014 15:00,W,
Colorado St. at Air Force,CBS Sports Network HD,11/28/2014 15:30,T,
Stanford at UCLA,ABC HD,11/28/2014 15:30,T,
Arizona St. at Arizona,FOX HD,11/28/2014 15:30,T,
Virginia at Virginia Tech,ESPN HD,11/28/2014 20:00,T,
East Carolina at Tulsa,ESPNU HD,11/28/2014 20:30,T,
Cincinnati at Temple,ESPNEWS,11/29/2014 12:00,T,
Rice at Louisiana Tech,CBS Sports Network HD,11/29/2014 12:00,T,
North Texas at UTSA,FSN HD,11/29/2014 12:00,T,
Old Dominion at FAU,American Sports Network,11/29/2014 12:00,T,
South Carolina at Clemson,ESPN HD,11/29/2014 12:00,T,
Kentucky at Louisville,ESPN2 HD,11/29/2014 12:00,T,
Purdue at Indiana,BTN HD,11/29/2014 12:00,T,
Illinois at Northwestern,ESPNU HD,11/29/2014 12:00,T,
Michigan at Ohio St.,ABC HD,11/29/2014 12:00,T,
West Virginia at Iowa St.,FOX Sports 1,11/29/2014 12:00,T,
Georgia Tech at Georgia,SEC Network,11/29/2014 12:00,T,
UL-Lafayette at Troy,ESPN3,11/29/2014 12:30,W,
NC State at North Carolina,ACC Network HD,11/29/2014 12:30,T,
Syracuse at Boston College,ACC RSNs,11/29/2014 12:30,T,
Utah at Colorado,Pac-12 Networks,11/29/2014 13:00,T,
Texas St. at Georgia St.,ESPN3,11/29/2014 14:00,W,
Idaho at Appalachian St.,ESPN3,11/29/2014 14:00,W,
Wyoming at New Mexico,ROOT Sports,11/29/2014 15:00,T,
New Mexico St. at Arkansas St.,ESPN3,11/29/2014 15:00,W,
San Jose St. at San Diego St.,CBS Sports Network HD,11/29/2014 15:30,T,
Mississippi St. at Ole Miss,CBS HD,11/29/2014 15:30,T,
Notre Dame at USC,FOX HD,11/29/2014 15:30,T,
Florida at Florida St.,ESPN HD,11/29/2014 15:30,T,
Baylor vs. Texas Tech<br>(at Arlington, TX),ABC/ESPN2 HD,11/29/2014 15:30,T
Michigan St. at Penn St.,ABC/ESPN2 HD,11/29/2014 15:30,T,
Minnesota at Wisconsin,BTN HD,11/29/2014 15:30,T,
Rutgers at Maryland,ESPNU HD,11/29/2014 15:30,T,
UAB at Southern Miss,American Sports Network,11/29/2014 15:30,T,
Connecticut at Memphis,ESPNEWS,11/29/2014 16:00,T,
Kansas at Kansas St.,FOX Sports 1,11/29/2014 16:00,T,
Tennessee at Vanderbilt,SEC Network,11/29/2014 16:00,T,
BYU at California,Pac-12 Networks,11/29/2014 16:30,T,
UL-Monroe at Georgia Southern,ESPN3,11/29/2014 18:00,W,
Hawai'i at Fresno St.,Oceanic PPV,11/29/2014 19:00,T,
Wake Forest at Duke,ESPNU HD,11/29/2014 19:00,T,
Pittsburgh at Miami (FL),ESPN2 HD,11/29/2014 19:00,T,
Middle Tennessee at UTEP,American Sports Network,11/29/2014 19:00,T,
Auburn at Alabama,ESPN HD<br>SEC Network,11/29/2014 19:45,T,
Oregon at Oregon St.,ABC HD,11/29/2014 20:00,T,
Utah St. at Boise St.,ESPN2 HD,11/29/2014 22:15,T,
Nevada at UNLV,ESPNU HD,11/29/2014 22:30,T,
Washington at Washington St.,FOX Sports 1,11/29/2014 22:30,T,
UCF at East Carolina,ESPN HD,12/04/2014 19:30,T,
MAC Championship<br> Northern Illinois vs. Bowling Green<br>(at Detroit, MI),ESPN2 HD,12/05/2014 19:00,T
Pac-12 Championship<br> Oregon vs. Arizona<br>(at Santa Clara,CA),FOX HD,12/05/2014 21:00,T
Conference USA Championship<br>Louisiana Tech at Marshall,ESPN2 HD,12/06/2014 12:00,T,
Iowa St. at TCU,ABC HD,12/06/2014 12:00,T,
Houston at Cincinnati,ESPN HD,12/06/2014 12:00,T,
SMU at Connecticut,CBS Sports Network HD,12/06/2014 12:00,T,
Oklahoma St. at Oklahoma,FOX Sports 1,12/06/2014 15:30,T,
