game,network,time,mediaindicator,
Clemson at Georgia,ESPN HD,08/30/2014 17:30,T,
Morgan St. at Eastern Michigan,ESPN3,08/30/2014 18:00,W,
Liberty at North Carolina,ESPN3,08/30/2014 18:00,W,
Elon at Duke,ESPN3,08/30/2014 18:00,W,
Ohio at Kent St.,ESPN3,08/30/2014 18:00,W,
Savannah St. at Middle Tennessee,ConferenceUSA.com,08/30/2014 19:00,W,
Montana St. at Arkansas St.,ESPN3,08/30/2014 19:00,W,
Stephen F. Austin at Kansas St.,KStateHD.TV,08/30/2014 19:00,W,
Louisiana Tech at Oklahoma,FOX Sports PPV,08/30/2014 19:00,T,
Samford at TCU,FSN HD,08/30/2014 19:00,T,
Central Arkansas at Texas Tech,FSN HD,08/30/2014 19:00,T,
Western Carolina at USF,ESPN3,08/30/2014 19:00,W,
Austin Peay at Memphis,ESPN3,08/30/2014 19:00,W,
Bethune-Cookman at FIU,American Sports Network,08/30/2014 19:00,T,
Northern Arizona at San Diego St.,CBS Sports Network HD,08/30/2014 19:00,T,
New Hampshire at Toledo,ESPN3,08/30/2014 19:00,W,
Idaho at Florida,ESPNU HD,08/30/2014 19:00,T,
UAPB at Texas St.,ESPN3,08/30/2014 19:00,W,
Southern at UL-Lafayette,ESPN3,08/30/2014 19:00,W,
Southern Miss at Mississippi St.,SEC Network,08/30/2014 19:30,T,
Fresno St. at USC,FOX HD,08/30/2014 19:30,T,
UTEP at New Mexico,MW Network,08/30/2014 20:00,W,
North Texas at Texas,Longhorn Network,08/30/2014 20:00,T,
Oklahoma St. vs. Florida St.<br>(at Arlington, TX),ABC HD,08/30/2014 20:00,T
NC Central at East Carolina,ESPNEWS,08/30/2014 20:00,T,
LSU vs. Wisconsin<br>(at Houston, TX),ESPN HD,08/30/2014 21:00,T
Washington at Hawai'i,CBS Sports Network HD,08/30/2014 22:30,T,
South Dakota at Oregon,Pac-12 Networks,08/30/2014 22:30,T,
Texas Southern vs. Prairie View A&M<br>(NRG Stadium),PVPanthers.com,08/31/2014 17:00,W,
Utah St. at Tennessee,SEC Network,08/31/2014 19:00,T,
SMU at Baylor,FOX Sports 1,08/31/2014 19:30,T,
Miami (FL) at Louisville,ESPN HD,09/01/2014 20:00,T,
Arizona at UTSA,FOX Sports 1,09/04/2014 20:00,T,
Pittsburgh at Boston College,ESPN HD,09/05/2014 19:00,T,
Washington St. at Nevada,ESPN HD,09/05/2014 22:30,T,
Buffalo at Army,CBS Sports Network HD,09/06/2014 12:00,T,
Missouri at Toledo,ESPN HD,09/06/2014 12:00,T,
FAU at Alabama,SEC Network,09/06/2014 12:00,T,
Arkansas St. at Tennessee,SEC Network,09/06/2014 12:00,T,
Stony Brook at Connecticut,SNY,09/06/2014 12:00,T,
Kansas St. at Iowa St.,FOX Sports 1,09/06/2014 12:00,T,
Oklahoma at Tulsa,ABC/ESPN2 HD,09/06/2014 12:00,T,
SMU at North Texas,FSN HD,09/06/2014 12:00,T,
Western Kentucky at Illinois,BTN HD,09/06/2014 12:00,T,
McNeese St. at Nebraska,ESPNU HD,09/06/2014 12:00,T,
Akron at Penn St.,ABC/ESPN2 HD,09/06/2014 12:00,T,
Central Michigan at Purdue,ESPNEWS,09/06/2014 12:00,T,
Howard at Rutgers,BTN HD,09/06/2014 12:00,T,
Western Illinois at Wisconsin,BTN HD,09/06/2014 12:00,T,
South Carolina St. at Clemson,ACC Network HD,09/06/2014 12:30,T,
Navy at Temple,ESPN3,09/06/2014 13:00,W,
UAB at Mississippi St.,SEC/FSN Regional,09/06/2014 14:00,T,
South Alabama at Kent St.,ESPN3,09/06/2014 14:00,W,
New Mexico St. at Georgia St.,ESPN3,09/06/2014 14:00,W,
Colorado at Massachusetts,ESPN3,09/06/2014 15:00,W,
Sacramento St. at California,Pac-12 Networks,09/06/2014 15:00,T,
Fresno St. at Utah,Pac-12 Networks,09/06/2014 15:00,T,
Eastern Washington at Washington,Pac-12 Networks,09/06/2014 15:00,T,
Ohio at Kentucky,ESPNU HD,09/06/2014 15:30,T,
Eastern Kentucky at Miami (OH),ESPN3,09/06/2014 15:30,W,
VMI at Bowling Green,ESPN3,09/06/2014 15:30,W,
Maryland at USF,CBS Sports Network HD,09/06/2014 15:30,T,
Missouri St. at Oklahoma St.,FSN HD,09/06/2014 15:30,T,
Richmond at Virginia,ESPN3,09/06/2014 15:30,W,
Northern Illinois at Northwestern,BTN HD,09/06/2014 15:30,T,
Ball St. at Iowa,ESPN2 HD,09/06/2014 15:30,T,
Middle Tennessee at Minnesota,BTN HD,09/06/2014 15:30,T,
USC at Stanford,ABC HD,09/06/2014 15:30,T,
Georgia Tech at Tulane,ESPNEWS,09/06/2014 16:00,T,
Nicholls St. at Arkansas,SEC Network,09/06/2014 16:00,T,
Eastern Michigan at Florida,SEC Network,09/06/2014 16:00,T,
Ole Miss vs. Vanderbilt<br>(at LP Field),ESPN HD,09/06/2014 16:30,T,
Campbell at Appalachian St.,ESPN3,09/06/2014 18:00,W,
Savannah St. at Georgia Southern,ESPN3,09/06/2014 18:00,W,
Old Dominion at NC State,ESPN3,09/06/2014 18:00,W,
Wagner at FIU,CBS College Sports Live,09/06/2014 18:00,W,
Gardner-Webb at Wake Forest,ESPN3,09/06/2014 18:30,W,
Michigan St. at Oregon,FOX HD,09/06/2014 18:30,T,
San Jose St. at Auburn,ESPN2 HD,09/06/2014 19:00,T,
East Carolina at South Carolina,ESPNU HD,09/06/2014 19:00,T,
Arizona St. at New Mexico,CBS Sports Network HD,09/06/2014 19:00,T,
Duke at Troy,ESPN3,09/06/2014 19:00,W,
Louisiana Tech at UL-Lafayette,ESPN3,09/06/2014 19:00,W,
Florida A&M at Miami (FL),ESPN3,09/06/2014 19:00,W,
Murray St. at Louisville,ESPN3,09/06/2014 19:00,W,
Southeast Missouri St. at Kansas,Jayhawk Network,09/06/2014 19:00,T,
Alcorn St. at Southern Miss,CBS College Sports Live,09/06/2014 19:00,W,
Idaho at UL-Monroe,ESPN3,09/06/2014 19:00,W,
Rhode Island at Marshall,American Sports Network,09/06/2014 19:00,T,
Northwestern St. at Baylor,FSN HD,09/06/2014 19:30,T,
BYU at Texas,FOX Sports 1,09/06/2014 19:30,T,
Towson at West Virginia,ROOT Sports Pittsburgh,09/06/2014 19:30,T,
The Citadel at Florida St.,ACC RSNs,09/06/2014 19:30,T,
Michigan at Notre Dame,NBC HD,09/06/2014 19:30,T,
Sam Houston St. at LSU,SEC Network,09/06/2014 19:30,T,
Lamar at Texas A&M,SEC Network,09/06/2014 19:30,T,
Idaho St. at Utah St.,MW Network,09/06/2014 20:00,W,
San Diego St. at North Carolina,ESPNEWS,09/06/2014 20:00,T,
Virginia Tech at Ohio St.,ESPN HD,09/06/2014 20:00,T,
Grambling at Houston,ESPN3,09/06/2014 20:00,W,
Northern Colorado at UNLV,MW Network,09/06/2014 22:00,W,
Memphis at UCLA,Pac-12 Networks,09/06/2014 22:00,T,
Colorado St. at Boise St.,ESPN2 HD,09/06/2014 22:15,T,
Air Force at Wyoming,ESPNU HD,09/06/2014 22:15,T,
Oregon St. at Hawai'i,CBS Sports Network HD,09/06/2014 22:30,T,
Texas Tech at UTEP,FOX Sports 1,09/06/2014 23:00,T,
Louisiana Tech at North Texas,CBS Sports Network HD,09/11/2014 20:00,T,
Houston at BYU,ESPN HD,09/11/2014 21:00,T,
Toledo at Cincinnati,ESPNU HD,09/12/2014 19:00,T,
Baylor at Buffalo,ESPN HD,09/12/2014 20:00,T,
Indiana at Bowling Green,ESPNU HD,09/13/2014 12:00,T,
Syracuse at Central Michigan,ESPNEWS,09/13/2014 12:00,T,
UCF at Missouri,SEC Network,09/13/2014 12:00,T,
Massachusetts at Vanderbilt,SEC/FSN Regional,09/13/2014 12:00,T,
Boise St. at Connecticut,ABC/ESPN2 HD,09/13/2014 12:00,T,
Georgia Southern at Georgia Tech,ACC RSNs,09/13/2014 12:00,T,
East Carolina at Virginia Tech,ESPN HD,09/13/2014 12:00,T,
Pittsburgh at FIU,FOX Sports 1,09/13/2014 12:00,T,
Ohio at Marshall,CBS Sports Network HD,09/13/2014 12:00,T,
West Virginia at Maryland,BTN HD,09/13/2014 12:00,T,
Kent St. at Ohio St.,ABC/ESPN2 HD,09/13/2014 12:00,T,
Louisville at Virginia,ACC Network HD,09/13/2014 12:30,T,
Wyoming at Oregon,Pac-12 Networks,09/13/2014 14:00,T,
Air Force at Georgia St.,ESPN3,09/13/2014 14:00,W,
UC Davis at Colorado St.,MW Network,09/13/2014 15:00,W,
Indiana St. at Ball St.,ESPN3,09/13/2014 15:00,W,
Georgia at South Carolina,CBS HD,09/13/2014 15:30,T,
Kansas at Duke,ACC RSNs,09/13/2014 15:30,T,
Arkansas St. at Miami (FL),ESPNU HD,09/13/2014 15:30,T,
Arkansas at Texas Tech,ABC HD,09/13/2014 15:30,T,
NC State at USF,CBS Sports Network HD,09/13/2014 15:30,T,
Miami (OH) at Michigan,BTN HD,09/13/2014 15:30,T,
Iowa St. at Iowa,ESPN HD,09/13/2014 15:30,T,
Alabama A&M at UAB,American Sports Network,09/13/2014 15:30,T,
Minnesota at TCU,FOX Sports 1,09/13/2014 16:00,T,
UL-Lafayette at Ole Miss,SEC Network,09/13/2014 16:00,T,
Illinois at Washington,FOX HD,09/13/2014 16:00,T,
Mississippi St. at South Alabama,ESPNEWS,09/13/2014 16:00,T,
Western Michigan at Idaho,ESPN3,09/13/2014 17:00,W,
Army at Stanford,Pac-12 Networks,09/13/2014 17:00,T,
Southern Miss at Alabama,ESPN2 HD,09/13/2014 18:00,T,
Eastern Michigan at Old Dominion,Cox-Hampton Roads,09/13/2014 18:00,T,
Tulsa at FAU,FOX College Sports,09/13/2014 19:00,T,
UTSA at Oklahoma St.,FSN HD,09/13/2014 19:00,T,
UL-Monroe at LSU,ESPNU HD,09/13/2014 19:00,T,
Wake Forest at Utah St.,CBS Sports Network HD,09/13/2014 19:00,T,
Northern Illinois at UNLV,MW Network,09/13/2014 19:00,W,
Abilene Christian at Troy,ESPN3,09/13/2014 19:00,W,
Western Kentucky at Middle Tennessee,WUXP,09/13/2014 19:00,T,
Purdue vs. Notre Dame<br>(at Indianapolis, IN),NBC HD,09/13/2014 19:30,T
Kentucky at Florida,SEC Network,09/13/2014 19:30,T,
New Mexico St. at UTEP,American Sports Network,09/13/2014 20:00,T,
Navy at Texas St.,ESPNEWS,09/13/2014 20:00,T,
UCLA vs. Texas<br>(at Arlington, TX),FOX HD,09/13/2014 20:00,T
Tennessee at Oklahoma,ABC HD,09/13/2014 20:00,T,
Southeastern Louisiana at Tulane,ESPN3,09/13/2014 20:00,W,
USC at Boston College,ESPN HD,09/13/2014 20:00,T,
Penn St. at Rutgers,BTN HD,09/13/2014 20:00,T,
Portland St. at Washington St.,Pac-12 Networks,09/13/2014 20:00,T,
Rice at Texas A&M,ESPN2 HD,09/13/2014 21:00,T,
Arizona St. at Colorado,ESPNU HD,09/13/2014 22:00,T,
Nebraska at Fresno St.,CBS Sports Network HD,09/13/2014 22:30,T,
Nevada at Arizona,Pac-12 Networks,09/13/2014 23:00,T,
Northern Iowa at Hawai'i,Oceanic PPV,09/13/2014 23:59,T,
Auburn at Kansas St.,ESPN HD,09/18/2014 19:30,T,
Connecticut at USF,ESPN HD,09/19/2014 20:00,T,
Old Dominion at Rice,FSN HD,09/20/2014 12:00,T,
Iowa at Pittsburgh,ESPNU HD,09/20/2014 12:00,T,
Georgia Tech at Virginia Tech,ESPN HD,09/20/2014 12:00,T,
Southern Illinois at Purdue,BTN HD,09/20/2014 12:00,T,
Bowling Green at Wisconsin,ESPN2 HD,09/20/2014 12:00,T,
Western Illinois at Northwestern,ESPNEWS,09/20/2014 12:00,T,
Eastern Michigan at Michigan St.,BTN HD,09/20/2014 12:00,T,
Troy at Georgia,SEC Network,09/20/2014 12:00,T,
Maryland at Syracuse,ACC Network HD,09/20/2014 12:30,T,
Tulane at Duke,ACC RSNs,09/20/2014 12:30,T,
Maine at Boston College,ESPN3,09/20/2014 13:00,W,
Delaware St. at Temple,ESPN3,09/20/2014 13:00,W,
Hawai'i at Colorado,Pac-12 Networks,09/20/2014 14:00,T,
Marshall at Akron,ESPN3,09/20/2014 14:00,W,
Virginia at BYU,ESPN HD,09/20/2014 15:30,T,
Rutgers at Navy,CBS Sports Network HD,09/20/2014 15:30,T,
Norfolk St. at Buffalo,ESPN3,09/20/2014 15:30,W,
Florida at Alabama,CBS HD,09/20/2014 15:30,T,
Army at Wake Forest,ESPN3,09/20/2014 15:30,W,
Central Michigan at Kansas,FSN HD,09/20/2014 15:30,T,
North Carolina at East Carolina,ESPNU HD,09/20/2014 15:30,T,
Texas A&M at SMU,ABC/ESPN2 HD,09/20/2014 15:30,T,
Louisville at FIU,FOX Sports 1,09/20/2014 15:30,T,
Utah at Michigan,ABC/ESPN2 HD,09/20/2014 15:30,T,
Nicholls St. at North Texas,American Sports Network,09/20/2014 15:30,T,
San Jose St. at Minnesota,BTN HD,09/20/2014 16:00,T,
Texas St. at Illinois,ESPNEWS,09/20/2014 16:00,T,
Massachusetts at Penn St.,BTN HD,09/20/2014 16:00,T,
Indiana at Missouri,SEC Network,09/20/2014 16:00,T,
FAU at Wyoming,MW Network,09/20/2014 16:00,W,
Georgia St. at Washington,Pac-12 Networks,09/20/2014 18:00,T,
Presbyterian at NC State,ESPN3,09/20/2014 18:00,W,
Bethune-Cookman at UCF,ESPN3,09/20/2014 18:00,W,
Ball St. at Toledo,ESPN3,09/20/2014 19:00,W,
Middle Tennessee at Memphis,ESPN3,09/20/2014 19:00,W,
Miami (OH) at Cincinnati,CBS Sports Network HD,09/20/2014 19:00,T,
Northwestern St. at Louisiana Tech,CBS College Sports Live,09/20/2014 19:00,W,
Appalachian St. at Southern Miss,American Sports Network,09/20/2014 19:00,T,
Mississippi St. at LSU,ESPN HD,09/20/2014 19:00,T,
Northern Illinois at Arkansas,ESPNU HD,09/20/2014 19:00,T,
Idaho at Ohio,ESPN3,09/20/2014 19:00,W,
Murray St. at Western Michigan,ESPN3,09/20/2014 19:00,W,
Utah St. at Arkansas St.,ESPN3,09/20/2014 19:00,W,
Georgia Southern at South Alabama,ESPN3,09/20/2014 19:30,W,
South Carolina at Vanderbilt,SEC Network,09/20/2014 19:30,T,
Oklahoma at West Virginia,FOX HD,09/20/2014 19:30,T,
Clemson at Florida St.,ABC HD,09/20/2014 20:00,T,
Miami (FL) at Nebraska,ESPN2 HD,09/20/2014 20:00,T,
New Mexico at New Mexico St.,ESPN3,09/20/2014 20:00,W,
UNLV at Houston,ESPN3,09/20/2014 20:00,W,
California at Arizona,Pac-12 Networks,09/20/2014 22:00,T,
Southern Utah at Fresno St.,MW Network,09/20/2014 22:00,W,
UL-Lafayette at Boise St.,CBS Sports Network HD,09/20/2014 22:30,T,
San Diego St. at Oregon St.,FOX Sports 1,09/20/2014 22:30,T,
Oregon at Washington St.,ESPN HD,09/20/2014 22:30,T,
Appalachian St. at Georgia Southern,ESPNU HD,09/25/2014 19:30,T,
Texas Tech at Oklahoma St.,ESPN HD,09/25/2014 19:30,T,
UCLA at Arizona St.,FOX Sports 1,09/25/2014 22:00,T,
Middle Tennessee at Old Dominion,FOX Sports 1,09/26/2014 20:00,T,
Fresno St. at New Mexico,ESPN2 HD,09/26/2014 20:00,T,
Tennessee at Georgia,ESPN HD,09/27/2014 12:00,T,
Vanderbilt at Kentucky,SEC Network,09/27/2014 12:00,T,
Wyoming at Michigan St.,ESPN2 HD,09/27/2014 12:00,T,
Northwestern at Penn St.,BTN HD,09/27/2014 12:00,T,
Iowa at Purdue,BTN HD,09/27/2014 12:00,T,
Tulane at Rutgers,ESPNEWS,09/27/2014 12:00,T,
USF at Wisconsin,ESPNU HD,09/27/2014 12:00,T,
TCU at SMU,CBS Sports Network HD,09/27/2014 12:00,T,
UTEP at Kansas St.,FSN HD,09/27/2014 12:00,T,
Colorado St. at Boston College,ACC RSNs,09/27/2014 12:30,T,
Western Michigan at Virginia Tech,ACC Network HD,09/27/2014 12:30,T,
Akron at Pittsburgh,ESPN3,09/27/2014 13:30,W,
Maryland at Indiana,BTN HD,09/27/2014 13:30,T,
Eastern Illinois at Ohio,ESPN3,09/27/2014 14:00,W,
Bowling Green at Massachusetts,ESPN3,09/27/2014 15:00,W,
Miami (OH) at Buffalo,ESPN3,09/27/2014 15:30,W,
FIU at UAB,American Sports Network,09/27/2014 15:30,T,
Western Kentucky at Navy,CBS Sports Network HD,09/27/2014 15:30,T,
Arkansas vs. Texas A&M<br>(at Arlington, TX),CBS HD,09/27/2014 15:30,T
Minnesota at Michigan,ABC HD,09/27/2014 15:30,T,
Kent St. at Virginia,ESPN3,09/27/2014 15:30,W,
Wake Forest at Louisville,ESPNU HD,09/27/2014 15:30,T,
Florida St. at NC State,ABC/ESPN2 HD,09/27/2014 15:30,T,
Texas at Kansas,FOX Sports 1,09/27/2014 16:00,T,
Temple at Connecticut,ESPNEWS,09/27/2014 16:00,T,
Louisiana Tech at Auburn,SEC Network,09/27/2014 16:00,T,
Colorado at California,Pac-12 Networks,09/27/2014 16:00,T,
Stanford at Washington,FOX HD,09/27/2014 16:00,T,
UTSA at FAU,KMYS,09/27/2014 17:00,T,
South Alabama at Idaho,ESPN3,09/27/2014 17:00,W,
Cincinnati at Ohio St.,BTN HD,09/27/2014 18:00,T,
North Carolina at Clemson,ESPNU HD,09/27/2014 19:00,T,
Duke at Miami (FL),ESPN2 HD,09/27/2014 19:00,T,
Boise St. at Air Force,CBS Sports Network HD,09/27/2014 19:00,T,
Missouri at South Carolina,ESPN HD,09/27/2014 19:00,T,
Rice at Southern Miss,FOX College Sports,09/27/2014 19:00,T,
Troy at UL-Monroe,ESPN3,09/27/2014 19:00,W,
Central Michigan at Toledo,BCSN,09/27/2014 19:00,T,
New Mexico St. at LSU,SEC Network,09/27/2014 19:30,T,
Memphis at Ole Miss,SEC/FSN Regional,09/27/2014 19:30,T,
UNLV at San Diego St.,ESPN3,09/27/2014 20:00,W,
Notre Dame vs. Syracuse<br>(at East Rutherford, NJ),ABC HD,09/27/2014 20:00,T
Baylor at Iowa St.,FOX HD,09/27/2014 20:00,T,
Texas St. at Tulsa,ESPNEWS,09/27/2014 20:00,T,
Washington St. at Utah,Pac-12 Networks,09/27/2014 20:00,T,
Illinois at Nebraska,BTN HD,09/27/2014 21:00,T,
Nevada at San Jose St.,CBS Sports Network HD,09/27/2014 22:30,T,
Oregon St. at USC,ESPN HD,09/27/2014 22:30,T,
UCF at Houston,ESPN HD,10/02/2014 19:00,T,
FAU at FIU,FSN HD,10/02/2014 19:00,T,
Arizona at Oregon,ESPN HD,10/02/2014 22:30,T,
Louisville at Syracuse,ESPN HD,10/03/2014 19:00,T,
San Diego St. at Fresno St.,CBS Sports Network HD,10/03/2014 22:00,T,
Utah St. at BYU,ESPN HD,10/03/2014 22:15,T,
Ball St. at Army,CBS Sports Network HD,10/04/2014 12:00,T,
Texas A&M at Mississippi St.,ESPN HD,10/04/2014 12:00,T,
Florida at Tennessee,SEC Network,10/04/2014 12:00,T,
Purdue at Illinois,ESPN2 HD,10/04/2014 12:00,T,
Ohio St. at Maryland,ABC HD,10/04/2014 12:00,T,
Iowa St. at Oklahoma St.,FOX Sports 1,10/04/2014 12:00,T,
SMU at East Carolina,ESPNU HD,10/04/2014 12:00,T,
Southern Miss at Middle Tennessee,American Sports Network,10/04/2014 12:00,T,
Marshall at Old Dominion,FSN HD,10/04/2014 12:00,T,
Virginia Tech at North Carolina,ACC Network HD,10/04/2014 12:30,T,
Eastern Michigan at Akron,ESPN3,10/04/2014 14:00,W,
Massachusetts at Miami (OH),ESPN3,10/04/2014 14:30,W,
North Texas at Indiana,BTN HD,10/04/2014 14:30,T,
Tulsa at Colorado St.,MW Network,10/04/2014 15:00,W,
Navy at Air Force,CBS Sports Network HD,10/04/2014 15:30,T,
Stanford at Notre Dame,NBC HD,10/04/2014 15:30,T,
Alabama at Ole Miss,CBS HD,10/04/2014 15:30,T,
Wisconsin at Northwestern,ESPN2 HD,10/04/2014 15:30,T,
New Mexico at UTSA,American Sports Network,10/04/2014 15:30,T,
Oklahoma at TCU,FOX HD,10/04/2014 15:30,T,
Baylor at Texas,ABC HD,10/04/2014 15:30,T,
Wake Forest at Florida St.,ABC HD,10/04/2014 15:30,T,
NC State at Clemson,ESPNU HD,10/04/2014 15:30,T,
Buffalo at Bowling Green,BCSN,10/04/2014 15:30,T,
Ohio at Central Michigan,ESPN3,10/04/2014 15:30,W,
Oregon St. at Colorado,Pac-12 Networks,10/04/2014 16:00,T,
Kansas at West Virginia,FSN HD,10/04/2014 16:00,T,
Vanderbilt at Georgia,SEC Network,10/04/2014 16:00,T,
Kent St. at Northern Illinois,ESPN3,10/04/2014 17:00,W,
South Alabama at Appalachian St.,ESPN3,10/04/2014 18:00,W,
UL-Monroe at Arkansas St.,ESPN3,10/04/2014 19:00,W,
Idaho at Texas St.,ESPN3,10/04/2014 19:00,W,
LSU at Auburn,ESPN HD,10/04/2014 19:00,T,
Michigan at Rutgers,BTN HD,10/04/2014 19:00,T,
Texas Tech at Kansas St.,ESPNU HD,10/04/2014 19:00,T,
Toledo at Western Michigan,ESPN3,10/04/2014 19:00,W,
Georgia St. at UL-Lafayette,ESPN3,10/04/2014 19:00,W,
Memphis at Cincinnati,CBS Sports Network HD,10/04/2014 19:00,T,
UAB at Western Kentucky,CBS College Sports Live,10/04/2014 19:00,W,
UTEP at Louisiana Tech,FOX College Sports,10/04/2014 19:00,T,
Hawai'i at Rice,American Sports Network,10/04/2014 19:00,T,
Arizona St. at USC,FOX HD,10/04/2014 19:30,T,
Miami (FL) at Georgia Tech,ESPN2 HD,10/04/2014 19:30,T,
Pittsburgh at Virginia,ACC RSNs,10/04/2014 19:30,T,
South Carolina at Kentucky,SEC Network,10/04/2014 19:30,T,
Georgia Southern at New Mexico St.,AggieVision,10/04/2014 20:00,T,
UNLV at San Jose St.,ESPNEWS,10/04/2014 20:00,T,
Nebraska at Michigan St.,ABC HD,10/04/2014 20:00,T,
Boise St. at Nevada,CBS Sports Network HD,10/04/2014 22:30,T,
Utah at UCLA,ESPN HD,10/04/2014 22:30,T,
California at Washington St.,Pac-12 Networks,10/04/2014 22:30,T,
BYU at UCF,ESPN HD,10/09/2014 19:30,T,
Washington St. at Stanford,ESPN HD,10/10/2014 21:00,T,
San Diego St. at New Mexico,ESPNU HD,10/10/2014 21:30,T,
Fresno St. at UNLV,CBS Sports Network HD,10/10/2014 22:00,T,
UL-Monroe at Kentucky,SEC Network,10/11/2014 12:00,T,
Georgia at Missouri,CBS HD,10/11/2014 12:00,T,
Rice at Army,CBS Sports Network HD,10/11/2014 12:00,T,
Florida St. at Syracuse,ESPN HD,10/11/2014 12:00,T,
Cincinnati at Miami (FL),ACC RSNs,10/11/2014 12:00,T,
Northwestern at Minnesota,BTN HD,10/11/2014 12:00,T,
Indiana at Iowa,ESPNU HD,10/11/2014 12:00,T,
Illinois at Wisconsin,ESPN2 HD,10/11/2014 12:00,T,
Texas vs. Oklahoma<br>(at Dallas, TX),ABC HD,10/11/2014 12:00,T
West Virginia at Texas Tech,FOX Sports 1,10/11/2014 12:00,T,
Tulsa at Temple,ESPNEWS,10/11/2014 12:00,T,
Middle Tennessee at Marshall,FSN HD,10/11/2014 12:00,T,
Duke at Georgia Tech,ACC Network HD,10/11/2014 12:30,T,
Buffalo at Eastern Michigan,ESPN3,10/11/2014 13:00,W,
Miami (OH) at Akron,ESPN3,10/11/2014 14:00,W,
Bowling Green at Ohio,ESPN3,10/11/2014 14:00,W,
Massachusetts at Kent St.,ESPN3,10/11/2014 14:00,W,
Arkansas St. at Georgia St.,ESPN3,10/11/2014 14:00,W,
New Mexico St. at Troy,ESPN3,10/11/2014 15:00,W,
Western Michigan at Ball St.,ESPN3,10/11/2014 15:00,W,
North Texas at UAB,American Sports Network,10/11/2014 15:30,T,
Liberty at Appalachian St.,ESPN3,10/11/2014 15:30,W,
