game,network,time,mediaindicator,
Oregon St. at BYU,ABC/ESPN HD,10/13/2012 15:30,T,
UTSA at Rice,FOX College Sports,10/13/2012 15:30,T,
Buffalo at Northern Illinois,CSN Chicago,10/13/2012 15:30,T,
West Virginia at Texas Tech,ABC HD,10/13/2012 15:30,T,
Oklahoma St. at Kansas,FSN HD,10/13/2012 15:30,T,
Utah St. at San Jose St.,ESPN Plus,10/13/2012 16:00,T,
Memphis at East Carolina,CSS,10/13/2012 16:30,T,
Boston College at Florida St.,ESPN2 HD,10/13/2012 17:30,T,
Florida at Vanderbilt,ESPNU HD,10/13/2012 18:00,T,
Middle Tennessee at FIU,,10/13/2012 18:00,W,
Colorado St. at San Diego St.,Time Warner Sportsnet,10/13/2012 18:30,T,
Air Force at Wyoming,ROOT Sports Regional,10/13/2012 19:00,T,
Kentucky at Arkansas,SEC/FOX RSNs HD,10/13/2012 19:00,T,
USC at Washington,FOX HD,10/13/2012 19:00,T,
Idaho at Texas St.,KTRV,10/13/2012 19:00,T,
TCU at Baylor,FSN HD,10/13/2012 19:00,T,
Fordham at Cincinnati,ESPN3,10/13/2012 19:00,W,
FAU at UL-Monroe,Sun Belt Network,10/13/2012 20:00,T,
Ohio St. at Indiana,BTN HD,10/13/2012 20:00,T,
South Carolina at LSU,ESPN HD,10/13/2012 20:00,T,
Southern Miss at UCF,CBS Sports Network HD,10/13/2012 20:00,T,
Texas A&M vs. Louisiana Tech<br>(at Shreveport, LA),ESPNU HD,10/13/2012 21:00,T
Tennessee at Mississippi St.,ESPN2 HD,10/13/2012 21:00,T,
California at Washington St.,Pac-12 Network HD,10/13/2012 22:30,T,
New Mexico at Hawai'i,Oceanic PPV HD,10/13/2012 23:59,T,
UL-Lafayette at North Texas,ESPN2 HD,10/16/2012 21:00,T,
Houston at SMU,FSN HD,10/18/2012 20:00,T,
Oregon at Arizona St.,ESPN HD,10/18/2012 21:00,T,
Connecticut at Syracuse,ESPN HD,10/19/2012 20:00,T,
FAU at South Alabama,,10/20/2012 00:00,N,
Iowa St. at Oklahoma St.,F/X HD,10/20/2012 12:00,T,
Rutgers at Temple,Big East Network HD,10/20/2012 12:00,T,
Purdue at Ohio St.,ABC/ESPN2 HD,10/20/2012 12:00,T,
Minnesota at Wisconsin,ESPNU HD,10/20/2012 12:00,T,
LSU at Texas A&M,ESPN HD<br>ESPN 3D,10/20/2012 12:00,T,
Auburn at Vanderbilt,SEC Network HD,10/20/2012 12:00,T,
Virginia Tech at Clemson,ABC/ESPN2 HD,10/20/2012 12:00,T,
Northern Illinois at Akron,ESPN Plus,10/20/2012 12:00,T,
Bowling Green at Massachusetts,,10/20/2012 12:00,W,
Wake Forest at Virginia,ACC Network HD,10/20/2012 12:30,T,
Army at Eastern Michigan,ESPN3,10/20/2012 13:00,W,
FIU at Troy,Sun Belt Network,10/20/2012 13:00,T,
San Jose St. at UTSA,ESPN3,10/20/2012 14:00,W,
New Mexico St. at Utah St.,KMYU,10/20/2012 15:00,T,
Boston College at Georgia Tech,ACC RSNs HD,10/20/2012 15:00,T,
Stanford at California,FOX HD,10/20/2012 15:00,T,
South Carolina at Florida,CBS HD,10/20/2012 15:30,T,
NC State at Maryland,ESPNU HD,10/20/2012 15:30,T,
Michigan St. at Michigan,BTN HD,10/20/2012 15:30,T,
Nebraska at Northwestern,ABC/ESPN2 HD,10/20/2012 15:30,T,
BYU at Notre Dame,NBC HD,10/20/2012 15:30,T,
Indiana at Navy,CBS Sports Network HD,10/20/2012 15:30,T,
UNLV at Boise St.,NBC Sports Network HD,10/20/2012 15:30,T,
Ball St. at Central Michigan,,10/20/2012 15:30,W,
Pittsburgh at Buffalo,ESPN Plus,10/20/2012 15:30,T,
Rice at Tulsa,FSN HD,10/20/2012 15:30,T,
Western Michigan at Kent St.,,10/20/2012 15:30,W,
Texas Tech at TCU,ABC/ESPN2 HD,10/20/2012 15:30,T,
USF at Louisville,ABC HD,10/20/2012 15:30,T,
UL-Monroe at Western Kentucky,,10/20/2012 16:00,W,
Colorado at USC,Pac-12 Networks HD,10/20/2012 18:00,T,
Georgia at Kentucky,SEC/FOX RSNs HD,10/20/2012 19:00,T,
Middle Tennessee at Mississippi St.,ESPN2 HD,10/20/2012 19:00,T,
Alabama at Tennessee,ESPN HD,10/20/2012 19:00,T,
Cincinnati at Toledo,ESPN3,10/20/2012 19:00,W,
East Carolina at UAB,FOX College Sports,10/20/2012 19:00,T,
Marshall at Southern Miss,CBS Sports Network HD,10/20/2012 19:00,T,
New Mexico at Air Force,ROOT Sports Rocky Mountains,10/20/2012 19:00,T,
North Carolina at Duke,ESPNU HD,10/20/2012 19:00,T,
Idaho at Louisiana Tech,ESPN Plus,10/20/2012 19:00,T,
Kansas at Oklahoma,FSN HD,10/20/2012 19:00,T,
Kansas St. at West Virginia,FOX HD,10/20/2012 19:00,T,
Baylor at Texas,ABC HD,10/20/2012 20:00,T,
Florida St. at Miami (FL),ABC HD,10/20/2012 20:00,T,
Tulane at UTEP,,10/20/2012 20:00,W,
UCF at Memphis,CSS,10/20/2012 20:00,T,
Penn St. at Iowa,BTN HD,10/20/2012 20:00,T,
Washington at Arizona,Pac-12 Networks HD,10/20/2012 22:00,T,
Utah at Oregon St.,ESPN2 HD,10/20/2012 22:30,T,
Wyoming at Fresno St.,Time Warner SportsNet,10/20/2012 22:30,T,
San Diego St. at Nevada,CBS Sports Network HD,10/20/2012 22:30,T,
Arkansas St. at UL-Lafayette,ESPN2 HD,10/23/2012 20:00,T,
Clemson at Wake Forest,ESPN HD,10/25/2012 19:30,T,
Nevada at Air Force,CBS Sports Network HD,10/26/2012 20:00,T,
Cincinnati at Louisville,ESPN HD,10/26/2012 20:00,T,
Texas St. at San Jose St.,,10/27/2012 00:00,N,
Texas at Kansas,FSN HD,10/27/2012 12:00,T,
Temple at Pittsburgh,Big East Network HD,10/27/2012 12:00,T,
Northern Illinois at Western Michigan,ESPN Plus,10/27/2012 12:00,T,
Ole Miss at Arkansas,SEC Network HD,10/27/2012 12:00,T,
Kentucky at Missouri,ESPNU HD,10/27/2012 12:00,T,
Tennessee at South Carolina,ESPN HD<br>ESPN 3D,10/27/2012 12:00,T,
Ball St. at Army,CBS Sports Network HD,10/27/2012 12:00,T,
Indiana at Illinois,BTN HD,10/27/2012 12:00,T,
Iowa at Northwestern,ESPN2 HD,10/27/2012 12:00,T,
NC State at North Carolina,ACC Network HD,10/27/2012 12:30,T,
Southern Miss at Rice,CSS,10/27/2012 13:00,T,
Maryland at Boston College,,10/27/2012 13:00,W,
Utah St. at UTSA,ESPN3,10/27/2012 14:00,W,
UCLA at Arizona St.,F/X HD,10/27/2012 15:00,T,
Colorado at Oregon,Pac-12 Network HD,10/27/2012 15:00,T,
Memphis at SMU,Time Warner-Texas,10/27/2012 15:00,T,
BYU at Georgia Tech,ACC RSNs HD,10/27/2012 15:00,T,
Fresno St. at New Mexico,Time Warner SportsNet,10/27/2012 15:30,T,
Boise St. at Wyoming,CBS Sports Network HD,10/27/2012 15:30,T,
Eastern Michigan at Bowling Green,BCSN,10/27/2012 15:30,T,
Toledo at Buffalo,Time Warner-Buffalo,10/27/2012 15:30,T,
UAB at Tulane,,10/27/2012 15:30,W,
Navy at East Carolina,FOX College Sports,10/27/2012 15:30,T,
Kent St. at Rutgers,Big East Network HD,10/27/2012 15:30,T,
Ohio at Miami (OH),STO HD,10/27/2012 15:30,T,
Michigan St. at Wisconsin,ABC HD,10/27/2012 15:30,T,
Purdue at Minnesota,BTN HD,10/27/2012 15:30,T,
Duke at Florida St.,ESPNU HD,10/27/2012 15:30,T,
Florida vs. Georgia<br>(at Jacksonville, FL),CBS HD,10/27/2012 15:30,T
USC at Arizona,ABC HD,10/27/2012 15:30,T,
Texas Tech at Kansas St.,FOX HD,10/27/2012 15:30,T,
TCU at Oklahoma St.,FSN HD,10/27/2012 15:30,T,
North Texas at Middle Tennessee,,10/27/2012 15:30,W,
Akron at Central Michigan,,10/27/2012 15:30,W,
UTEP at Houston,CSS,10/27/2012 16:30,T,
Troy at FAU,,10/27/2012 17:00,W,
Ohio St. at Penn St.,ESPN HD,10/27/2012 17:30,T,
Western Kentucky at FIU,,10/27/2012 18:00,W,
Washington St. at Stanford,Pac-12 Network HD,10/27/2012 18:15,T,
Massachusetts at Vanderbilt,SEC/FOX RSNs HD,10/27/2012 19:00,T,
Texas A&M at Auburn,ESPNU HD,10/27/2012 19:00,T,
Hawai'i at Colorado St.,Oceanic PPV HD,10/27/2012 19:00,T,
South Alabama at UL-Monroe,,10/27/2012 19:00,W,
Baylor at Iowa St.,FSN HD,10/27/2012 19:00,T,
Syracuse at USF,ESPN3,10/27/2012 19:00,W,
Louisiana Tech at New Mexico St.,AggieVision,10/27/2012 20:00,T,
Notre Dame at Oklahoma,ABC HD,10/27/2012 20:00,T,
UNLV at San Diego St.,Time Warner SportsNet,10/27/2012 20:00,T,
UCF at Marshall,CBS Sports Network HD,10/27/2012 20:00,T,
Michigan at Nebraska,ESPN2 HD,10/27/2012 20:00,T,
Mississippi St. at Alabama,ESPN HD,10/27/2012 20:30,T,
California at Utah,Pac-12 Network HD,10/27/2012 21:45,T,
Oregon St. at Washington,Pac-12 Network HD,10/27/2012 22:15,T,
Eastern Michigan at Ohio,ESPNU HD,11/01/2012 18:00,T,
Virginia Tech at Miami (FL),ESPN HD,11/01/2012 19:30,T,
Middle Tennessee at Western Kentucky,ESPNU HD,11/01/2012 21:15,T,
Washington at California,ESPN2 HD,11/02/2012 21:00,T,
FIU at South Alabama,,11/03/2012 00:00,N,
Oklahoma at Iowa St.,ABC HD,11/03/2012 12:00,T,
Syracuse at Cincinnati,Big East Network HD,11/03/2012 12:00,T,
Temple at Louisville,ABC HD,11/03/2012 12:00,T,
Air Force at Army,CBS Sports Network HD,11/03/2012 12:00,T,
Michigan at Minnesota,BTN HD,11/03/2012 12:00,T,
Tulsa at Arkansas,SEC Network HD,11/03/2012 12:00,T,
Vanderbilt at Kentucky,ESPNU HD,11/03/2012 12:00,T,
Texas A&M at Mississippi St.,ESPN HD,11/03/2012 12:00,T,
Troy at Tennessee,SEC/FOX RSNs HD,11/03/2012 12:00,T,
Missouri at Florida,ESPN2 HD<br>ESPN 3D,11/03/2012 12:00,T,
Miami (OH) at Buffalo,,11/03/2012 12:00,W,
Houston at East Carolina,FSN HD,11/03/2012 12:00,T,
New Mexico St. at Auburn,SEC/CSS HD,11/03/2012 12:30,T,
Georgia Tech at Maryland,ACC Network HD (Split),11/03/2012 12:30,T,
Virginia at NC State,ACC Network HD (Split),11/03/2012 12:30,T,
Western Michigan at Central Michigan,ESPN3,11/03/2012 13:00,W,
Akron at Kent St.,STO HD,11/03/2012 14:00,T,
Memphis at Marshall,,11/03/2012 14:00,W,
Stanford at Colorado,F/X HD,11/03/2012 14:00,T,
Washington St. at Utah,Pac-12 Networks HD,11/03/2012 15:00,T,
TCU at West Virginia,FOX HD,11/03/2012 15:00,T,
Texas St. at Utah St.,KMYU,11/03/2012 15:00,T,
Texas at Texas Tech,ABC/ESPN2 HD,11/03/2012 15:30,T,
Kansas at Baylor,FSN HD,11/03/2012 15:30,T,
Ole Miss at Georgia,CBS HD,11/03/2012 15:30,T,
FAU at Navy,CBS Sports Network HD,11/03/2012 15:30,T,
Pittsburgh at Notre Dame,NBC HD,11/03/2012 15:30,T,
Illinois at Ohio St.,ESPN HD,11/03/2012 15:30,T,
Penn St. at Purdue,ESPNU HD,11/03/2012 15:30,T,
Iowa at Indiana,BTN HD,11/03/2012 15:30,T,
Nebraska at Michigan St.,ABC/ESPN2 HD,11/03/2012 15:30,T,
Rice at Tulane,,11/03/2012 15:30,W,
Massachusetts at Northern Illinois,,11/03/2012 15:30,W,
Boston College at Wake Forest,ACC RSNs HD,11/03/2012 15:30,T,
New Mexico at UNLV,Time Warner SportsNet,11/03/2012 16:00,T,
UL-Lafayette at UL-Monroe,Sun Belt Network,11/03/2012 16:00,T,
UTSA at Louisiana Tech,ESPN Plus,11/03/2012 16:00,T,
Colorado St. at Wyoming,KTVD,11/03/2012 16:30,T,
San Jose St. at Idaho,KTRV,11/03/2012 17:00,T,
Arkansas St. at North Texas,,11/03/2012 17:00,W,
Connecticut at USF,ESPNU HD,11/03/2012 19:00,T,
Hawai'i at Fresno St.,Oceanic PPV HD,11/03/2012 19:00,T,
Clemson at Duke,ESPN2 HD,11/03/2012 19:00,T,
SMU at UCF,CBS Sports Network HD,11/03/2012 19:00,T,
Oregon at USC,FOX HD,11/03/2012 19:00,T,
UAB at Southern Miss,CSS,11/03/2012 19:30,T,
Alabama at LSU,CBS HD,11/03/2012 20:00,T,
Oklahoma St. at Kansas St.,ABC HD,11/03/2012 20:00,T,
Arizona St. at Oregon St.,ESPN2 HD,11/03/2012 22:30,T,
Arizona at UCLA,Pac-12 Networks HD,11/03/2012 22:30,T,
San Diego St. at Boise St.,CBS Sports Network HD,11/03/2012 22:30,T,
Ball St. at Toledo,ESPN2 HD,11/06/2012 20:00,T,
Bowling Green at Ohio,ESPN2 HD,11/07/2012 20:00,T,
UL-Monroe at Arkansas St.,ESPNU HD,11/08/2012 19:00,T,
Florida St. at Virginia Tech,ESPN HD,11/08/2012 19:30,T,
Pittsburgh at Connecticut,ESPN2 HD,11/09/2012 20:00,T,
McNeese St. at UTSA,,11/10/2012 00:00,N,
Louisville at Syracuse,ABC HD,11/10/2012 12:00,T,
Cincinnati at Temple,Big East Network HD,11/10/2012 12:00,T,
Iowa St. at Texas,Longhorn Network HD,11/10/2012 12:00,T,
Kansas at Texas Tech,FSN HD,11/10/2012 12:00,T,
Miami (FL) at Virginia,ABC HD,11/10/2012 12:00,T,
Army at Rutgers,ESPNU HD,11/10/2012 12:00,T,
Purdue at Iowa,BTN HD,11/10/2012 12:00,T,
Northwestern at Michigan,ESPN HD<br>ESPN 3D,11/10/2012 12:00,T,
Wisconsin at Indiana,ESPN2 HD,11/10/2012 12:00,T,
Arkansas at South Carolina,CBS HD,11/10/2012 12:00,T,
Missouri at Tennessee,SEC Network HD,11/10/2012 12:00,T,
UL-Lafayette at Florida,SEC Network HD,11/10/2012 12:00,T,
Georgia Tech at North Carolina,ACC Network HD,11/10/2012 12:30,T,
Central Michigan at Eastern Michigan,,11/10/2012 13:00,W,
Kent St. at Miami (OH),STO HD,11/10/2012 13:00,T,
FAU at Western Kentucky,Sun Belt Network,11/10/2012 13:00,T,
Colorado at Arizona,F/X HD,11/10/2012 13:30,T,
Massachusetts at Akron,,11/10/2012 14:00,W,
Oregon St. at Stanford,FOX HD,11/10/2012 15:00,T,
Arizona St. at USC,Pac-12 Networks HD,11/10/2012 15:00,T,
Wake Forest at NC State,ACC RSNs,11/10/2012 15:00,T,
Maryland at Clemson,ESPNU HD,11/10/2012 15:30,T,
Texas A&M at Alabama,CBS HD,11/10/2012 15:30,T,
Minnesota at Illinois,BTN HD,11/10/2012 15:30,T,
Penn St. at Nebraska,ABC/ESPN2 HD,11/10/2012 15:30,T,
Wyoming at New Mexico,Comcast-New Mexico,11/10/2012 15:30,T,
Air Force at San Diego St.,NBC Sports Network,11/10/2012 15:30,T,
Navy at Troy,ESPN3,11/10/2012 15:30,W,
West Virginia at Oklahoma St.,ABC/ESPN2 HD,11/10/2012 15:30,T,
Baylor at Oklahoma,FSN HD,11/10/2012 15:30,T,
San Jose St. at New Mexico St.,AggieVision,11/10/2012 15:30,T,
Western Michigan at Buffalo,,11/10/2012 15:30,W,
Marshall at UAB,CSS,11/10/2012 16:30,T,
Tulsa at Houston,CBS Sports Network HD,11/10/2012 17:00,T,
South Alabama at North Texas,KTXA,11/10/2012 17:00,T,
Louisiana Tech at Texas St.,Longhorn Network,11/10/2012 19:00,T,
Kansas St. at TCU,FOX HD,11/10/2012 19:00,T,
Tulane at Memphis,,11/10/2012 19:00,W,
Southern Miss at SMU,FSN HD,11/10/2012 19:00,T,
UCF at UTEP,FOX College Sports,11/10/2012 19:00,T,
Boise St. at Hawai'i,NBC Sports Network HD,11/10/2012 19:00,T,
UNLV at Colorado St.,KTVD,11/10/2012 19:00,T,
Georgia at Auburn,ESPN2 HD,11/10/2012 19:00,T,
Mississippi St. at LSU,ESPN HD,11/10/2012 19:00,T,
Vanderbilt at Ole Miss,ESPNU HD,11/10/2012 19:00,T,
Notre Dame at Boston College,ABC HD,11/10/2012 20:00,T,
Idaho at BYU,ESPNU HD,11/10/2012 22:15,T,
Fresno St. at Nevada,NBC Sports Network HD,11/10/2012 22:30,T,
Utah at Washington,Pac-12 Networks HD,11/10/2012 22:30,T,
UCLA at Washington St.,ESPN2 HD,11/10/2012 22:30,T,
Oregon at California,ESPN HD,11/10/2012 22:30,T,
Ohio at Ball St.,ESPNU HD,11/14/2012 20:00,T,
Toledo at Northern Illinois,ESPN2 HD,11/14/2012 21:00,T,
North Carolina at Virginia,ESPN HD,11/15/2012 19:30,T,
FIU at FAU,ESPNU HD,11/16/2012 20:00,T,
Hawai'i at Air Force,ESPN2 HD,11/16/2012 21:30,T,
Middle Tennessee at South Alabama,,11/17/2012 00:00,N,
Rutgers at Cincinnati,Big East Network HD,11/17/2012 12:00,T,
Kent St. at Bowling Green,ESPN Plus,11/17/2012 12:00,T,
Houston at Marshall,CSS,11/17/2012 12:00,T,
UCF at Tulsa,FSN HD,11/17/2012 12:00,T,
Florida St. at Maryland,ESPNU HD,11/17/2012 12:00,T,
Western Carolina at Alabama,SEC Nework HD,11/17/2012 12:00,T,
Arkansas at Mississippi St.,SEC Nework HD,11/17/2012 12:00,T,
Iowa at Michigan,ESPN HD<br>ESPN 3D,11/17/2012 12:00,T,
Northwestern at Michigan St.,ESPN2 HD,11/17/2012 12:00,T,
Temple at Army,CBS Sports Network HD,11/17/2012 12:00,T,
Indiana at Penn St.,BTN HD,11/17/2012 12:00,T,
Virginia Tech at Boston College,ACC Network HD,11/17/2012 12:30,T,
Wofford at South Carolina,Gamecocks PPV,11/17/2012 13:00,T,
Jacksonville St. at Florida,Sun Sports PPV,11/17/2012 13:00,T,
Miami (OH) at Central Michigan,,11/17/2012 13:00,W,
Georgia Southern at Georgia,WSB,11/17/2012 13:30,T,
Washington at Colorado,F/X HD,11/17/2012 13:30,T,
Alabama A&M at Auburn,CSS PPV,11/17/2012 14:00,T,
Memphis at UAB,,11/17/2012 14:00,W,
Eastern Michigan at Western Michigan,,11/17/2012 14:00,W,
Buffalo at Massachusetts,,11/17/2012 15:00,W,
USF at Miami (FL),ACC RSNs,11/17/2012 15:00,T,
Washington St. at Arizona St.,Pac-12 Networks,11/17/2012 15:00,T,
USC at UCLA,FOX HD,11/17/2012 15:00,T,
NC State at Clemson,ABC/ESPN2 HD,11/17/2012 15:30,T,
Ole Miss at LSU,CBS HD,11/17/2012 15:30,T,
Ohio St. at Wisconsin,ABC/ESPN2 HD,11/17/2012 15:30,T,
Texas St. at Navy,CBS Sports Network HD,11/17/2012 15:30,T,
Wake Forest at Notre Dame,NBC HD,11/17/2012 15:30,T,
Minnesota at Nebraska,BTN HD,11/17/2012 15:30,T,
Purdue at Illinois,BTN HD,11/17/2012 15:30,T,
Duke at Georgia Tech,ESPNU HD,11/17/2012 15:30,T,
Colorado St. at Boise St.,NBC Sports Network HD,11/17/2012 15:30,T,
Nevada at New Mexico,Comcast-New Mexico,11/17/2012 15:30,T,
East Carolina at Tulane,CST,11/17/2012 15:30,T,
SMU at Rice,CSS,11/17/2012 15:30,T,
Texas Tech at Oklahoma St.,FSN HD,11/17/2012 15:30,T,
Arkansas St. at Troy,Troy/IMG College,11/17/2012 15:30,T,
Sam Houston St. at Texas A&M,FSN PPV,11/17/2012 15:30,T,
Utah St. at Louisiana Tech,ESPN3,11/17/2012 16:00,W,
North Texas at UL-Monroe,,11/17/2012 16:00,W,
Wyoming at UNLV,Time Warner SportsNet,11/17/2012 16:00,T,
UTSA at Idaho,KCWX,11/17/2012 17:00,T,
Western Kentucky at UL-Lafayette,ESPN3,11/17/2012 19:00,W,
Iowa St. at Kansas,FSN HD,11/17/2012 19:00,T,
Oklahoma at West Virginia,FOX HD,11/17/2012 19:00,T,
Syracuse at Missouri,ESPNU HD,11/17/2012 19:00,T,
Tennessee at Vanderbilt,ESPN2 HD,11/17/2012 19:00,T,
Samford at Kentucky,SEC/CSS HD,11/17/2012 19:30,T,
Stanford at Oregon,ABC HD,11/17/2012 20:00,T,
UTEP at Southern Miss,CBS Sports Network HD,11/17/2012 20:00,T,
Kansas St. at Baylor,ESPN HD,11/17/2012 20:00,T,
Arizona at Utah,ESPNU HD,11/17/2012 22:00,T,
California at Oregon St.,Pac-12 Networks HD,11/17/2012 22:30,T,
BYU at San Jose St.,ESPN2 HD,11/17/2012 22:30,T,
Akron at Toledo,ESPN2 HD,11/20/2012 19:00,T,
TCU at Texas,ESPN HD,11/22/2012 19:30,T,
Syracuse at Temple,ESPN2 HD,11/23/2012 11:00,T,
Ohio at Kent St.,ESPNU HD,11/23/2012 11:00,T,
Nebraska at Iowa,ABC HD,11/23/2012 12:00,T,
Northern Illinois at Eastern Michigan,,11/23/2012 13:00,W,
Ball St. at Miami (OH),,11/23/2012 13:00,W,
Marshall at East Carolina,CBS Sports Network HD,11/23/2012 14:00,T,
Buffalo vs. Bowling Green<br>(at Columbus, OH),BCSN,11/23/2012 14:00,T
LSU at Arkansas,CBS HD,11/23/2012 14:30,T,
Utah at Colorado,F/X HD,11/23/2012 15:00,T,
Central Michigan at Massachusetts,,11/23/2012 15:00,W,
Washington at Washington St.,FOX HD,11/23/2012 15:30,T,
West Virginia at Iowa St.,ABC HD,11/23/2012 15:30,T,
USF at Cincinnati,ESPN HD,11/23/2012 19:00,T,
Arizona St. at Arizona,ESPN HD,11/23/2012 22:00,T,
Texas St. at UTSA,,11/24/2012 00:00,N,
Connecticut at Louisville,Big East Network HD,11/24/2012 12:00,T,
Rutgers at Pittsburgh,ESPN2 HD,11/24/2012 12:00,T,
Georgia Tech at Georgia,ESPN HD<br>ESPN 3D,11/24/2012 12:00,T,
Kentucky at Tennessee,SEC Network HD,11/24/2012 12:00,T,
Illinois at Northwestern,BTN HD,11/24/2012 12:00,T,
Michigan at Ohio St.,ABC HD,11/24/2012 12:00,T,
Indiana at Purdue,BTN HD,11/24/2012 12:00,T,
Virginia at Virginia Tech,ESPNU HD,11/24/2012 12:00,T,
Tulsa at SMU,F/X HD,11/24/2012 12:00,T,
UAB at UCF,FSN HD,11/24/2012 12:00,T,
Miami (FL) at Duke,ACC Network HD,11/24/2012 12:30,T,
North Texas at Western Kentucky,Sun Belt Network,11/24/2012 13:00,T,
Baylor vs. Texas Tech<br>(at Arlington, TX),FOX HD,11/24/2012 14:30,T
Idaho at Utah St.,ESPN Plus,11/24/2012 15:00,T,
Maryland at North Carolina,ACC RSNs HD,11/24/2012 15:00,T,
Boston College at NC State,,11/24/2012 15:00,W,
Oregon at Oregon St.,Pac-12 Networks HD,11/24/2012 15:00,T,
Florida at Florida St.,ABC HD,11/24/2012 15:30,T,
Auburn at Alabama,CBS HD,11/24/2012 15:30,T,
Wisconsin at Penn St.,ESPN2 HD,11/24/2012 15:30,T,
Michigan St. at Minnesota,BTN HD,11/24/2012 15:30,T,
Vanderbilt at Wake Forest,ESPNU HD,11/24/2012 15:30,T,
Air Force at Fresno St.,NBC Sports Network HD,11/24/2012 15:30,T,
San Diego St. at Wyoming,ROOT Sports Rocky Mountain<br>Time Warner SportsNet,11/24/2012 15:30,T,
Tulane at Houston,FSN HD,11/24/2012 15:30,T,
BYU at New Mexico St.,,11/24/2012 15:30,W,
Troy at Middle Tennessee,,11/24/2012 15:30,W,
Oklahoma St. at Oklahoma,ESPN HD,11/24/2012 15:30,T,
Southern Miss at Memphis,CSS,11/24/2012 16:30,T,
South Alabama at UL-Lafayette,Cox4-Louisiana,11/24/2012 17:00,T,
UL-Monroe at FIU,,11/24/2012 18:00,W,
Stanford at UCLA,FOX HD,11/24/2012 18:30,T,
Mississippi St. at Ole Miss,ESPNU HD,11/24/2012 19:00,T,
Missouri at Texas A&M,ESPN2 HD,11/24/2012 19:00,T,
Rice at UTEP,FOX College Sports,11/24/2012 19:00,T,
New Mexico at Colorado St.,ROOT Sports Rocky Mountain,11/24/2012 19:00,T,
South Carolina at Clemson,ESPN HD,11/24/2012 19:15,T,
Notre Dame at USC,ABC,11/24/2012 20:00,T,
Louisiana Tech at San Jose St.,ESPN2 HD,11/24/2012 22:30,T,
UNLV at Hawai'i,Oceanic PPV HD,11/24/2012 23:00,T,
Louisville at Rutgers,ESPN HD,11/29/2012 19:30,T,
MAC Championship<br>Northern Illinois vs. Kent St.<br>(at Detroit, MI),ESPN2 HD,11/30/2012 19:00,T
Pac-12 Championship<br>UCLA at Stanford,FOX HD,11/30/2012 20:00,T,
C-USA Championship<br>UCF at Tulsa,ESPN2 HD,12/01/2012 12:00,T,
Oklahoma St. at Baylor,F/X HD,12/01/2012 12:00,T,
Oklahoma at TCU,ESPN HD,12/01/2012 12:00,T,
Kansas at West Virginia,FSN HD,12/01/2012 14:30,T,
Nicholls St. at Oregon St.,Pac-12 Networks HD,12/01/2012 14:30,T,
Middle Tennessee at Arkansas St.,,12/01/2012 15:00,W,
UL-Lafayette at FAU,,12/01/2012 15:00,W,
Cincinnati at Connecticut,ABC HD,12/01/2012 15:30,T,
Boise St. at Nevada,ABC HD,12/01/2012 15:30,T,
SEC Championship<br>Georgia vs. Alabama<br>(at Atlanta, GA),CBS HD,12/01/2012 16:00,T
New Mexico St. at Texas St.,,12/01/2012 16:00,W,
Pittsburgh at USF,ESPN2 HD,12/01/2012 19:00,T,
Texas at Kansas St.,ABC HD,12/01/2012 20:00,T,
Big Ten Championship<br>Wisconsin vs. Nebraska<br>(at Indianapolis, IN),FOX HD,12/01/2012 20:00,T
ACC Championship<br>Florida St. vs. Georgia Tech<br>(at Charlotte, NC),ESPN HD,12/01/2012 20:00,T
South Alabama at Hawai'i,Oceanic PPV HD,12/01/2012 23:00,T,
